;Region,Year,;Trigger,;Weak Layer,Depth_inches,;Aspect,Day,Elevation_feet,Vertical_inches,Month
Salt Lake,2014,Natural,Depth Hoar,42.0,West,1,9900.0,6000.0,3
Uintas,2014,Natural,Ground Interface,120.0,Northeast,1,10600.0,12000.0,3
Uintas,2014,Skier,Ground Interface,36.0,Southwest,2,10000.0,10800.0,3
Uintas,2014,Natural,Depth Hoar,36.0,Northeast,1,10600.0,2400.0,3
Uintas,2014,Natural,Depth Hoar,36.0,North,1,10500.0,5400.0,3
Moab,2014,Natural,Facets,48.0,Northeast,1,11200.0,12000.0,3
Provo,2014,Skier,Facets,36.0,North,7,10000.0,12000.0,3
Provo,2014,Natural,Facets,72.0,Northeast,1,10000.0,12000.0,3
Salt Lake,2014,Skier,Unknown,6.0,Northeast,8,10500.0,4800.0,3
Salt Lake,2014,Skier,New Snow,6.0,Southeast,12,9200.0,2400.0,3
Logan,2014,Snowboarder,New Snow,10.0,North,12,8800.0,3600.0,3
Salt Lake,2014,Skier,New Snow/Old Snow Interface,8.0,North,15,9900.0,1800.0,3
Salt Lake,2014,Skier,New Snow/Old Snow Interface,12.0,East,27,10400.0,3000.0,3
Salt Lake,2014,Skier,Facets,10.0,North,27,10200.0,1200.0,3
Salt Lake,2014,Skier,New Snow/Old Snow Interface,22.0,Northwest,28,10400.0,2400.0,3
Salt Lake,2014,Natural,Unknown,10.0,Northeast,27,10500.0,5400.0,3
Salt Lake,2014,Skier,Graupel,18.0,Unknown,28,9700.0,4800.0,3
Salt Lake,2014,Skier,New Snow/Old Snow Interface,12.0,North,29,10300.0,2400.0,3
Salt Lake,2014,Skier,New Snow/Old Snow Interface,18.0,North,29,9800.0,3600.0,3
Logan,2014,Natural,Unknown,14.0,East,28,9400.0,1800.0,3
Logan,2014,Natural,Unknown,14.0,Northeast,28,9100.0,4800.0,3
Salt Lake,2014,Unknown,New Snow,8.0,Northeast,29,10200.0,1800.0,3
Salt Lake,2014,Skier,New Snow/Old Snow Interface,12.0,East,1,9400.0,1200.0,4
Salt Lake,2014,Skier,New Snow,6.0,Northeast,1,9500.0,4800.0,4
Salt Lake,2014,Skier,New Snow/Old Snow Interface,8.0,North,1,9500.0,2100.0,4
Salt Lake,2014,Skier,Density Change,12.0,Northeast,1,10300.0,3000.0,4
Salt Lake,2014,Skier,Density Change,12.0,West,1,9800.0,2400.0,4
Uintas,2014,Skier,New Snow/Old Snow Interface,24.0,Northwest,2,10200.0,2400.0,4
Salt Lake,2014,Skier,New Snow/Old Snow Interface,18.0,Northeast,2,10300.0,4800.0,4
Ogden,2014,Snowboarder,Unknown,9.0,Southeast,2,8100.0,4800.0,4
Logan,2014,Natural,New Snow/Old Snow Interface,6.0,Northwest,6,7000.0,6000.0,4
Salt Lake,2014,Skier,New Snow,8.0,East,7,10100.0,1200.0,4
Logan,2014,Snowboarder,New Snow/Old Snow Interface,4.0,Northeast,7,9200.0,7200.0,4
Salt Lake,2014,Unknown,New Snow/Old Snow Interface,10.0,South,7,11000.0,1200.0,4
Logan,2014,Natural,New Snow/Old Snow Interface,12.0,Northwest,10,8400.0,10800.0,4
Provo,2014,Natural,Wet grains,36.0,Southeast,11,10600.0,9600.0,4
Salt Lake,2014,Natural,Ground Interface,36.0,Northwest,11,9600.0,36000.0,4
Provo,2014,Natural,Unknown,12.0,Northeast,11,8900.0,4800.0,4
Salt Lake,2014,Natural,Unknown,24.0,Northwest,11,10200.0,10800.0,4
Salt Lake,2014,Skier,New Snow/Old Snow Interface,8.0,Southeast,27,10500.0,24000.0,4
Salt Lake,2014,Skier,Density Change,6.0,Northeast,28,9700.0,6000.0,4
Salt Lake,2014,Unknown,New Snow,18.0,Northeast,28,10000.0,1200.0,4
Logan,2014,Snowboarder,New Snow/Old Snow Interface,8.0,North,27,9400.0,10800.0,4
Salt Lake,2014,Unknown,Unknown,36.0,Northeast,27,9700.0,4800.0,4
Salt Lake,2014,Skier,New Snow,15.0,East,28,9800.0,2400.0,4
Salt Lake,2014,Skier,New Snow/Old Snow Interface,14.0,Southeast,28,10200.0,3600.0,4
Salt Lake,2014,Natural,Facets,18.0,Northeast,15,10500.0,7200.0,11
Salt Lake,2014,Natural,Facets,12.0,North,15,10200.0,2100.0,11
Salt Lake,2014,Skier,Facets,18.0,Northeast,15,10400.0,1500.0,11
Salt Lake,2014,Skier,Facets,12.0,Northwest,15,10400.0,1500.0,11
Salt Lake,2014,Skier,Facets,12.0,North,15,10000.0,7200.0,11
Salt Lake,2014,Natural,Facets,10.0,North,15,9800.0,600.0,11
Salt Lake,2014,Natural,Facets,14.0,North,15,10100.0,4200.0,11
Salt Lake,2014,Natural,Facets,16.0,Northeast,15,10500.0,6000.0,11
Salt Lake,2014,Natural,Facets,18.0,Northeast,18,10700.0,12000.0,11
Salt Lake,2014,Unknown,Depth Hoar,20.0,North,23,10200.0,7200.0,11
Salt Lake,2014,Skier,Facets,18.0,Northeast,23,10100.0,9600.0,11
Salt Lake,2014,Skier,Facets,18.0,Northeast,23,9400.0,9600.0,11
Salt Lake,2014,Skier,Facets,18.0,North,23,10000.0,1800.0,11
Salt Lake,2014,Skier,Facets,36.0,Northeast,23,9300.0,2400.0,11
Salt Lake,2014,Skier,Facets,36.0,Northeast,23,9800.0,7200.0,11
Salt Lake,2014,Skier,Ground Interface,30.0,Northeast,24,9800.0,3600.0,11
Salt Lake,2014,Skier,Facets,72.0,North,26,10400.0,3000.0,11
Salt Lake,2014,Natural,Facets,36.0,Northeast,26,10800.0,10800.0,11
Skyline,2014,Natural,Facets,24.0,Northeast,23,9600.0,600.0,11
Salt Lake,2014,Skier,Facets,24.0,Northeast,27,10100.0,12000.0,11
Salt Lake,2014,Snowboarder,Depth Hoar,30.0,Northwest,29,10500.0,7200.0,11
Salt Lake,2014,Skier,Facets,14.0,North,11,9400.0,1800.0,12
Logan,2014,Skier,Facets,6.0,Northeast,12,9400.0,6000.0,12
Salt Lake,2014,Skier,New Snow,6.0,Southeast,15,10500.0,4800.0,12
Salt Lake,2014,Skier,Facets,10.0,Northeast,19,9600.0,3600.0,12
Salt Lake,2014,Natural,Facets,12.0,Unknown,21,8600.0,240.0,12
Salt Lake,2014,Natural,New Snow/Old Snow Interface,7.0,Northeast,21,10100.0,1800.0,12
Salt Lake,2014,Skier,Unknown,24.0,North,22,9900.0,4800.0,12
Salt Lake,2014,Skier,Facets,12.0,North,22,9400.0,9600.0,12
Uintas,2014,Snowmobiler,New Snow,18.0,North,22,9600.0,1800.0,12
Salt Lake,2014,Natural,Facets,18.0,East,22,10000.0,9600.0,12
Uintas,2014,Snowmobiler,New Snow,96.0,East,23,10200.0,2400.0,12
Salt Lake,2014,Natural,Facets,16.0,East,22,9300.0,6000.0,12
Salt Lake,2014,Unknown,Facets,20.0,Northeast,22,9300.0,6000.0,12
Skyline,2014,Natural,Facets,36.0,East,21,10000.0,3600.0,12
Salt Lake,2014,Skier,Facets,30.0,Northeast,26,9700.0,6000.0,12
Salt Lake,2014,Skier,Density Change,36.0,Northeast,27,9400.0,4800.0,12
Salt Lake,2014,Skier,Facets,30.0,Northeast,26,9700.0,6000.0,12
Salt Lake,2014,Skier,Facets,36.0,Northeast,29,9400.0,12000.0,12
Logan,2014,Natural,New Snow/Old Snow Interface,12.0,East,28,8900.0,3000.0,12
Skyline,2014,Natural,Facets,2.0,North,30,9600.0,1800.0,12
Logan,2015,Natural,New Snow/Old Snow Interface,12.0,Southeast,5,7400.0,1200.0,1
Logan,2015,Natural,Unknown,6.0,Southeast,6,8800.0,4800.0,1
Salt Lake,2015,Skier,Facets,24.0,Northeast,6,9400.0,7200.0,1
Salt Lake,2015,Unknown,Facets,3.0,Northeast,3,9800.0,3000.0,1
Salt Lake,2015,Skier,Depth Hoar,24.0,North,4,9600.0,4200.0,1
Moab,2014,Natural,Facets,48.0,West,31,11900.0,12000.0,12
Moab,2014,Unknown,Facets,36.0,North,31,11300.0,5400.0,12
Salt Lake,2015,Skier,Density Change,5.0,East,13,9700.0,1200.0,1
Salt Lake,2015,Skier,Unknown,16.0,Northeast,12,9900.0,360.0,1
Salt Lake,2015,Skier,New Snow/Old Snow Interface,12.0,East,13,9200.0,6000.0,1
Salt Lake,2015,Natural,New Snow/Old Snow Interface,24.0,Northeast,14,10000.0,9600.0,1
Salt Lake,2015,Skier,New Snow,10.0,Northeast,14,9800.0,12000.0,1
Logan,2015,Natural,New Snow/Old Snow Interface,6.0,East,14,9400.0,960.0,1
Logan,2015,Natural,New Snow/Old Snow Interface,6.0,East,14,8500.0,1200.0,1
Salt Lake,2015,Natural,New Snow/Old Snow Interface,18.0,East,15,10500.0,4800.0,1
Uintas,2015,Snowmobiler,New Snow/Old Snow Interface,14.0,Northeast,14,10200.0,2400.0,1
Salt Lake,2015,Natural,Ground Interface,36.0,Northeast,14,9800.0,12000.0,1
Provo,2015,Natural,New Snow/Old Snow Interface,11.0,South,15,10600.0,3000.0,1
Provo,2015,Skier,New Snow/Old Snow Interface,12.0,West,15,8700.0,2400.0,1
Uintas,2015,Unknown,Facets,24.0,North,14,10400.0,2400.0,1
Moab,2015,Natural,New Snow/Old Snow Interface,24.0,Northeast,12,11600.0,8400.0,1
Moab,2015,Natural,Depth Hoar,30.0,Northeast,12,11600.0,5400.0,1
Salt Lake,2015,Skier,New Snow/Old Snow Interface,18.0,Northeast,16,9500.0,3600.0,1
Moab,2015,Natural,New Snow/Old Snow Interface,2.0,East,12,11200.0,7200.0,1
Logan,2015,Natural,Surface Hoar,24.0,North,16,8600.0,3000.0,1
Salt Lake,2015,Skier,New Snow/Old Snow Interface,8.0,East,17,10200.0,2400.0,1
Logan,2015,Snowmobiler,New Snow/Old Snow Interface,8.0,North,17,9200.0,960.0,1
Moab,2015,Skier,Ground Interface,48.0,Northeast,17,12100.0,21000.0,1
Salt Lake,2015,Skier,Ground Interface,14.0,Northeast,19,9500.0,1200.0,1
Skyline,2015,Snowmobiler,Density Change,30.0,East,22,10000.0,1800.0,1
Salt Lake,2015,Natural,New Snow/Old Snow Interface,6.0,Northeast,26,10200.0,3000.0,1
Logan,2015,Unknown,New Snow,24.0,East,4,9400.0,8400.0,2
Logan,2015,Snowmobiler,New Snow/Old Snow Interface,24.0,Southeast,4,8600.0,1200.0,2
Salt Lake,2015,Skier,New Snow/Old Snow Interface,12.0,East,4,9600.0,7200.0,2
Salt Lake,2015,Skier,Wet grains,6.0,Southeast,5,10200.0,4200.0,2
Salt Lake,2015,Skier,New Snow,4.0,Northeast,5,10000.0,1200.0,2
Logan,2015,Snowmobiler,Facets,30.0,East,5,9000.0,3600.0,2
Logan,2015,Snowmobiler,Facets,30.0,East,5,9600.0,4800.0,2
Logan,2015,Natural,New Snow/Old Snow Interface,24.0,Northeast,6,9600.0,4800.0,2
Logan,2015,Snowmobiler,Facets,24.0,North,4,8800.0,1200.0,2
Logan,2015,Snowmobiler,Facets,30.0,East,5,9200.0,2400.0,2
Uintas,2015,Skier,Facets,30.0,North,10,10400.0,1200.0,2
Ogden,2015,Natural,New Snow/Old Snow Interface,2.0,Northeast,21,6500.0,480.0,2
Salt Lake,2015,Skier,New Snow/Old Snow Interface,12.0,Northeast,22,9200.0,3600.0,2
Salt Lake,2015,Skier,Unknown,8.0,Northwest,23,9900.0,600.0,2
Salt Lake,2015,Snowboarder,Unknown,18.0,Northeast,28,10400.0,3600.0,2
Uintas,2015,Snowboarder,New Snow/Old Snow Interface,15.0,North,28,11000.0,8400.0,2
Salt Lake,2015,Natural,New Snow/Old Snow Interface,13.0,Northeast,3,10100.0,9600.0,3
Logan,2015,Natural,New Snow/Old Snow Interface,10.0,East,3,8900.0,4800.0,3
Salt Lake,2015,Skier,Facets,24.0,Northeast,4,9500.0,6000.0,3
Skyline,2015,Snowmobiler,New Snow/Old Snow Interface,36.0,Northeast,4,10000.0,4200.0,3
Skyline,2015,Natural,New Snow/Old Snow Interface,24.0,Northeast,3,8700.0,840.0,3
Salt Lake,2015,Skier,Facets,24.0,North,4,10000.0,8400.0,3
Skyline,2015,Skier,Facets,30.0,Northeast,4,10300.0,6000.0,3
Salt Lake,2015,Skier,Facets,30.0,North,4,10200.0,4800.0,3
Salt Lake,2015,Skier,Facets,18.0,East,4,9500.0,2400.0,3
Skyline,2015,Natural,Facets,14.0,Northeast,2,10300.0,6000.0,3
Salt Lake,2015,Skier,Facets,8.0,East,4,10500.0,2400.0,3
Salt Lake,2015,Skier,Facets,36.0,North,4,10100.0,8400.0,3
Uintas,2015,Snowmobiler,New Snow/Old Snow Interface,30.0,Southeast,7,9800.0,3000.0,3
Skyline,2015,Snowmobiler,Facets,20.0,North,3,9200.0,1200.0,3
Skyline,2015,Natural,Facets,30.0,North,3,10800.0,8400.0,3
Skyline,2015,Natural,Facets,24.0,Northeast,3,10600.0,7200.0,3
Skyline,2015,Natural,Facets,24.0,North,3,10200.0,960.0,3
Skyline,2015,Snowmobiler,Facets,30.0,Northeast,7,10200.0,3600.0,3
Skyline,2015,Snowmobiler,Facets,30.0,Northeast,7,10200.0,3600.0,3
Skyline,2015,Snowmobiler,Facets,24.0,Northeast,8,10400.0,3600.0,3
Uintas,2015,Skier,Facets,24.0,Northwest,9,10600.0,1200.0,3
Logan,2015,Skier,Facets,12.0,North,8,8700.0,2400.0,3
Skyline,2015,Snowmobiler,Facets,24.0,Northeast,12,9700.0,1200.0,3
Skyline,2015,Snowmobiler,Facets,30.0,Northeast,11,10200.0,5400.0,3
Skyline,2015,Snowmobiler,Facets,30.0,East,11,10100.0,3600.0,3
Salt Lake,2015,Skier,Facets,24.0,Northeast,16,9500.0,4800.0,3
Salt Lake,2015,Skier,New Snow/Old Snow Interface,7.0,North,24,10500.0,1500.0,3
Salt Lake,2015,Skier,New Snow/Old Snow Interface,8.0,Northeast,24,10500.0,6000.0,3
Salt Lake,2015,Skier,New Snow/Old Snow Interface,12.0,East,25,11000.0,3600.0,3
Uintas,2015,Natural,New Snow/Old Snow Interface,24.0,Northeast,25,10700.0,3600.0,3
Salt Lake,2015,Skier,New Snow,12.0,Northeast,15,10100.0,4800.0,4
Salt Lake,2015,Skier,Density Change,4.0,Northwest,26,10000.0,4800.0,4
Salt Lake,2015,Skier,Wet grains,6.0,Unknown,3,10500.0,3600.0,5
Salt Lake,2015,Natural,Wet grains,24.0,Northeast,2,10600.0,3600.0,5
Salt Lake,2015,Skier,Facets,8.0,Northeast,11,10200.0,9600.0,11
Salt Lake,2015,Skier,New Snow,"15.0""",Northeast,11,10500.0,1800.0,11
Salt Lake,2015,Skier,Facets,6.0,Northeast,11,10400.0,2400.0,11
Salt Lake,2015,Skier,Facets,8.0,Northwest,16,9400.0,240.0,11
Uintas,2015,Natural,Ground Interface,24.0,Northeast,25,10400.0,6000.0,11
Skyline,2015,Unknown,Facets,1.0,Northeast,30,9700.0,240.0,11
Salt Lake,2015,Snowshoer,Density Change,10.0,Northwest,6,9500.0,120.0,12
Salt Lake,2015,Skier,New Snow/Old Snow Interface,8.0,Northeast,6,10000.0,3000.0,12
Moab,2015,Skier,Facets,12.0,Northwest,12,10000.0,2400.0,12
Uintas,2015,Skier,Facets,16.0,Northeast,16,10200.0,1200.0,12
Moab,2015,Natural,New Snow/Old Snow Interface,24.0,East,15,11200.0,5400.0,12
Uintas,2015,Skier,New Snow/Old Snow Interface,18.0,Northeast,17,9900.0,1200.0,12
Salt Lake,2015,Skier,Facets,36.0,Northeast,17,9700.0,8400.0,12
Salt Lake,2015,Skier,Facets,48.0,Northeast,17,9900.0,9600.0,12
Salt Lake,2015,Skier,Facets,24.0,Northeast,17,9300.0,8400.0,12
Skyline,2015,Snowmobiler,Facets,48.0,East,19,10200.0,3000.0,12
Logan,2015,Snowboarder,Facets,18.0,North,19,8400.0,3000.0,12
Salt Lake,2015,Natural,New Snow/Old Snow Interface,12.0,North,21,10000.0,2400.0,12
Salt Lake,2015,Snowboarder,Density Change,24.0,North,21,10200.0,240.0,12
Salt Lake,2015,Skier,Facets,24.0,North,22,9000.0,1800.0,12
Salt Lake,2015,Natural,Facets,30.0,North,22,10200.0,4800.0,12
Salt Lake,2015,Skier,Facets,42.0,East,22,9300.0,1200.0,12
Uintas,2015,Natural,New Snow/Old Snow Interface,2.0,Unknown,22,9000.0,1800.0,12
Uintas,2015,Skier,New Snow/Old Snow Interface,16.0,Northeast,23,10100.0,1500.0,12
Provo,2015,Natural,Unknown,72.0,Southwest,23,9800.0,4800.0,12
Salt Lake,2015,Natural,Depth Hoar,84.0,North,23,9400.0,2400.0,12
Uintas,2015,Snowmobiler,Facets,54.0,Northeast,24,9600.0,2400.0,12
Moab,2015,Natural,Facets,36.0,Unknown,23,11400.0,12000.0,12
Salt Lake,2015,Natural,Unknown,48.0,Northwest,23,9800.0,12000.0,12
Salt Lake,2015,Natural,Unknown,36.0,Northeast,23,10000.0,30000.0,12
Uintas,2015,Snowmobiler,Unknown,24.0,West,26,9600.0,3600.0,12
Uintas,2015,Snowmobiler,Facets,84.0,East,26,10000.0,6000.0,12
Logan,2015,Unknown,Facets,48.0,East,24,9500.0,8400.0,12
Moab,2015,Natural,Ground Interface,72.0,East,26,11800.0,12000.0,12
Moab,2015,Natural,New Snow/Old Snow Interface,36.0,Unknown,26,11600.0,10800.0,12
Moab,2015,Natural,Facets,36.0,North,26,11200.0,10800.0,12
Moab,2015,Natural,New Snow/Old Snow Interface,30.0,Southeast,26,11300.0,4200.0,12
Moab,2015,Natural,New Snow/Old Snow Interface,30.0,Southwest,26,11800.0,4200.0,12
Logan,2015,Natural,Facets,36.0,North,23,8800.0,8400.0,12
Salt Lake,2015,Unknown,Facets,30.0,North,23,9900.0,4800.0,12
Moab,2015,Natural,Facets,30.0,North,26,10900.0,4800.0,12
Logan,2015,Natural,Facets,36.0,Northwest,24,8700.0,18000.0,12
Provo,2016,Skier,Facets,18.0,North,1,10300.0,2400.0,1
Salt Lake,2016,Skier,Surface Hoar,5.0,Northwest,1,9000.0,2400.0,1
Logan,2016,Natural,Unknown,12.0,Southwest,1,8200.0,3600.0,1
Salt Lake,2016,Skier,Facets,30.0,Northeast,7,9300.0,3600.0,1
Salt Lake,2016,Skier,Facets,12.0,Northeast,7,9800.0,2400.0,1
Salt Lake,2016,Natural,Facets,20.0,North,8,9800.0,1800.0,1
Salt Lake,2016,Snowboarder,New Snow,12.0,North,9,10000.0,2400.0,1
Salt Lake,2016,Skier,Facets,12.0,West,9,9500.0,3600.0,1
Salt Lake,2016,Skier,Unknown,10.0,East,10,10000.0,7200.0,1
Salt Lake,2016,Skier,Facets,14.0,South,11,10500.0,960.0,1
Salt Lake,2016,Natural,New Snow,10.0,East,13,10000.0,1800.0,1
Salt Lake,2016,Skier,Depth Hoar,18.0,North,15,10200.0,1800.0,1
Salt Lake,2016,Skier,Ground Interface,20.0,North,16,8500.0,3000.0,1
Ogden,2016,Skier,New Snow,12.0,Northeast,16,8200.0,360.0,1
Logan,2016,Skier,New Snow/Old Snow Interface,15.0,Northeast,17,6900.0,600.0,1
Logan,2016,Snowboarder,New Snow,24.0,Southeast,16,8800.0,4200.0,1
Salt Lake,2016,Unknown,Facets,24.0,North,16,8700.0,4200.0,1
Provo,2016,Skier,Facets,18.0,East,19,9700.0,6000.0,1
Salt Lake,2016,Skier,Facets,24.0,Northeast,19,9900.0,5400.0,1
Logan,2016,Snowmobiler,Facets,48.0,East,19,9700.0,7200.0,1
Logan,2016,Snowmobiler,Facets,24.0,South,19,9000.0,7200.0,1
Salt Lake,2016,Skier,New Snow,8.0,Unknown,20,9400.0,600.0,1
Logan,2016,Snowmobiler,Facets,30.0,South,19,8500.0,3000.0,1
Salt Lake,2016,Skier,Density Change,13.0,East,20,9200.0,8400.0,1
Salt Lake,2016,Skier,Facets,8.0,East,20,8700.0,2400.0,1
Salt Lake,2016,Skier,Unknown,16.0,North,20,8500.0,360.0,1
Uintas,2016,Skier,New Snow,6.0,Northeast,20,26030.9711159201,1370.8584627096,1
Skyline,2016,Natural,Facets,30.0,Northeast,20,8500.0,8400.0,1
Salt Lake,2016,Natural,Facets,36.0,Northeast,20,10000.0,9600.0,1
Provo,2016,Snowmobiler,Facets,21.0,East,21,10100.0,3000.0,1
Southwest,2016,Unknown,Unknown,48.0,Northeast,21,9800.0,480.0,1
Salt Lake,2016,Skier,Facets,18.0,South,21,10000.0,15000.0,1
Logan,2016,Snowmobiler,Facets,36.0,Southeast,21,23526.4333695388,10587.9951794893,1
Logan,2016,Snowmobiler,Facets,48.0,East,21,9500.0,2400.0,1
Logan,2016,Skier,Facets,36.0,Southeast,19,8500.0,3600.0,1
Logan,2016,Snowmobiler,Facets,30.0,Southeast,23,9300.0,5400.0,1
Salt Lake,2016,Skier,Unknown,10.0,Southeast,24,10500.0,3000.0,1
Salt Lake,2016,Natural,Facets,36.0,Southwest,24,9700.0,18000.0,1
Salt Lake,2016,Natural,Facets,24.0,Southeast,24,9500.0,21000.0,1
Salt Lake,2016,Natural,New Snow/Old Snow Interface,30.0,North,25,9800.0,4800.0,1
Logan,2016,Natural,New Snow/Old Snow Interface,14.0,East,25,9500.0,6000.0,1
Salt Lake,2016,Skier,Unknown,17.0,North,26,10100.0,4800.0,1
Salt Lake,2016,Skier,Depth Hoar,30.0,North,26,9900.0,4200.0,1
Skyline,2016,Snowmobiler,Facets,48.0,East,26,10200.0,1200.0,1
Skyline,2016,Natural,Facets,36.0,Northeast,24,10300.0,8400.0,1
Logan,2016,Skier,New Snow/Old Snow Interface,11.0,East,27,8000.0,4800.0,1
Uintas,2016,Snowmobiler,Unknown,"120.0""",Southwest,27,9500.0,4800.0,1
Logan,2016,Snowshoer,New Snow/Old Snow Interface,14.0,Northwest,30,5600.0,600.0,1
Moab,2016,Skier,Unknown,9.0,Northeast,30,10000.0,960.0,1
Logan,2016,Natural,Depth Hoar,48.0,North,1,8900.0,9600.0,2
Salt Lake,2016,Skier,Facets,36.0,Northwest,31,9100.0,3600.0,1
Provo,2016,Natural,New Snow/Old Snow Interface,18.0,East,2,10200.0,5400.0,2
Skyline,2016,Skier,Facets,20.0,Northeast,3,9000.0,7200.0,2
Salt Lake,2016,Skier,Density Change,5.0,North,5,9800.0,240.0,2
Skyline,2016,Snowmobiler,Facets,24.0,Northeast,13,9900.0,4800.0,2
Moab,2016,Snowboarder,Density Change,11.0,North,13,10900.0,840.0,2
Salt Lake,2016,Skier,New Snow/Old Snow Interface,6.0,Northeast,15,9400.0,8400.0,2
Logan,2016,Natural,Wet grains,18.0,West,15,6200.0,4800.0,2
Logan,2016,Natural,Unknown,12.0,North,15,6200.0,6000.0,2
Salt Lake,2016,Natural,Ground Interface,36.0,Northeast,17,9800.0,12000.0,2
Logan,2016,Natural,Ground Interface,24.0,North,16,6600.0,9600.0,2
Salt Lake,2016,Natural,Ground Interface,30.0,East,18,9000.0,6000.0,2
Skyline,2016,Natural,New Snow,5.0,Northeast,18,9800.0,240.0,2
Skyline,2016,Snowmobiler,Facets,30.0,Northeast,19,10500.0,6000.0,2
Skyline,2016,Snowmobiler,Facets,20.0,East,13,10400.0,6000.0,2
Salt Lake,2016,Natural,Ground Interface,48.0,Northeast,20,8300.0,600.0,2
Salt Lake,2016,Natural,Unknown,6.0,Northeast,19,6700.0,3000.0,2
Uintas,2016,Snowmobiler,Depth Hoar,42.0,Northwest,21,10000.0,1800.0,2
Salt Lake,2016,Natural,Ground Interface,60.0,Unknown,22,10400.0,15000.0,2
Salt Lake,2016,Skier,New Snow/Old Snow Interface,4.0,East,9,10400.0,4800.0,3
Moab,2016,Skier,Facets,12.0,Northeast,9,11000.0,2400.0,3
Logan,2016,Natural,New Snow/Old Snow Interface,12.0,East,12,9400.0,6000.0,3
Salt Lake,2016,Skier,New Snow,8.0,Northeast,15,9900.0,120.0,3
Salt Lake,2016,Skier,New Snow/Old Snow Interface,10.0,Northeast,15,1396.1592365183,11209.6235148269,3
Salt Lake,2016,Snowboarder,New Snow/Old Snow Interface,4.0,Northeast,15,9500.0,120.0,3
Salt Lake,2016,Skier,New Snow/Old Snow Interface,18.0,North,15,9500.0,1800.0,3
Logan,2016,Snowmobiler,New Snow/Old Snow Interface,36.0,Northeast,17,8100.0,960.0,3
Logan,2016,Snowmobiler,New Snow/Old Snow Interface,36.0,Northeast,18,8300.0,2400.0,3
Logan,2016,Snowmobiler,New Snow/Old Snow Interface,36.0,North,17,8400.0,4800.0,3
Logan,2016,Snowmobiler,New Snow/Old Snow Interface,24.0,North,18,9600.0,7200.0,3
Logan,2016,Natural,New Snow/Old Snow Interface,36.0,North,19,9500.0,8400.0,3
Salt Lake,2016,Skier,New Snow/Old Snow Interface,4.0,Southwest,19,9000.0,1200.0,3
Logan,2016,Natural,New Snow/Old Snow Interface,24.0,Southeast,20,8000.0,10800.0,3
Salt Lake,2016,Skier,New Snow,6.0,North,23,9500.0,2400.0,3
Logan,2016,Natural,New Snow/Old Snow Interface,20.0,East,23,9000.0,5400.0,3
Salt Lake,2016,Skier,Unknown,6.0,Southwest,23,10300.0,1800.0,3
Salt Lake,2016,Natural,Ground Interface,42.0,Northeast,26,10000.0,12000.0,3
Moab,2016,Skier,Facets,12.0,Northeast,24,11000.0,3000.0,3
Salt Lake,2016,Skier,New Snow,7.0,North,28,10300.0,7200.0,3
Salt Lake,2016,Natural,Density Change,8.0,Northwest,28,10100.0,5400.0,3
Salt Lake,2016,Natural,Density Change,20.0,Northeast,29,10000.0,6000.0,3
Salt Lake,2016,Skier,Density Change,24.0,East,29,10700.0,7200.0,3
Salt Lake,2016,Skier,New Snow,12.0,Northwest,29,10300.0,15000.0,3
Salt Lake,2016,Skier,New Snow/Old Snow Interface,8.0,West,29,9400.0,480.0,3
Salt Lake,2016,Skier,New Snow/Old Snow Interface,12.0,West,29,9500.0,2400.0,3
Provo,2016,Skier,Density Change,7.0,East,30,9100.0,2400.0,3
Moab,2016,Natural,New Snow,30.0,North,29,11000.0,4800.0,3
Logan,2016,Natural,Density Change,12.0,North,29,8600.0,1200.0,3
Provo,2016,Skier,New Snow/Old Snow Interface,5.0,Southeast,9,8700.0,4800.0,4
Logan,2016,Natural,Wet grains,36.0,East,12,8500.0,21000.0,4
Salt Lake,2016,Skier,New Snow/Old Snow Interface,6.0,East,24,10600.0,7200.0,4
Salt Lake,2016,Skier,New Snow/Old Snow Interface,9.0,North,24,8000.0,1500.0,4
Uintas,2016,Natural,New Snow/Old Snow Interface,12.0,East,23,11400.0,7200.0,4
Salt Lake,2016,Skier,New Snow/Old Snow Interface,10.0,Northeast,24,8500.0,4800.0,4
Uintas,2016,Snowmobiler,New Snow/Old Snow Interface,6.0,Northeast,25,10000.0,1800.0,4
Salt Lake,2016,Skier,New Snow/Old Snow Interface,12.0,Northeast,27,10500.0,12000.0,4
Salt Lake,2016,Skier,New Snow,4.0,North,27,10400.0,3600.0,4
Salt Lake,2016,Skier,New Snow/Old Snow Interface,12.0,West,27,9800.0,3600.0,4
Salt Lake,2016,Skier,New Snow/Old Snow Interface,5.0,Northeast,28,10300.0,4800.0,4
Salt Lake,2016,Skier,New Snow/Old Snow Interface,8.0,East,3,10300.0,960.0,5
Uintas,2016,Unknown,Unknown,96.0,Northeast,6,11800.0,7200.0,6
Salt Lake,2016,Skier,New Snow/Old Snow Interface,8.0,North,22,11000.0,15000.0,11
Logan,2016,Natural,New Snow/Old Snow Interface,24.0,North,28,8700.0,4800.0,11
Salt Lake,2016,Skier,Depth Hoar,24.0,North,30,9900.0,3000.0,11
Moab,2016,Natural,New Snow/Old Snow Interface,12.0,Northwest,4,11500.0,3000.0,12
Salt Lake,2016,Skier,New Snow,4.0,East,8,10000.0,6000.0,12
Uintas,2016,Skier,New Snow/Old Snow Interface,6.0,Northeast,9,10100.0,1800.0,12
