STATE,COUNTY,LATITUDE,LONGITUDE,FIRE_SIZE,CAUSE_CODE,CAUSE_DESCR,DISCOVERY_DATE,DISCOVERY_TIME,CONT_DATE,CONT_TIME
WA,Spokane C,47.7339,-117.5733,0.01,8.0,Children,2454683.5,1548,2454697.5,1755
NV,Elko,41.1456,-114.2744,0.1,1.0,Lightning,2453952.5,1855,2453952.5,2045
TN,MORGAN,36.2367,-84.80495,6.0,7.0,Arson,2457113.5,1630,2457113.5,1835
OR,23,44.1825,-118.84444444,0.5,1.0,Lightning,2454287.5,1856,2454288.5,1652
NM,Lincoln,33.623722,-105.778306,71.2,1.0,Lightning,2455753.5,1328,2455753.5,1530
FL,Santa Rosa,30.4206,-86.9299,0.1,9.0,Miscellaneous,2455304.5,1145,2455304.5,1145
NY,RENSSELAER,42.5388,-73.7066,0.1,9.0,Miscellaneous,2456918.5,1833,2456928.5,1853
FL,Suwannee,30.2903,-83.1871,3.0,2.0,Equipment Use,2455589.5,1300,2455589.5,1323
KS,Neosho,37.49,-95.34,2.0,3.0,Smoking,2457103.5,2149,2457103.5,2222
NY,SUFFOLK,40.84027637,-73.31499032,0.1,9.0,Miscellaneous,2454234.5,1703,2454234.5,1703
FL,Brevard,28.4179,-80.7688,2.0,1.0,Lightning,2455406.5,1455,2455406.5,1455
NC,Pender,34.63278333,-77.95841667,0.1,2.0,Equipment Use,2456216.5,1739,2456216.5,1758
AL,Tallapoosa,32.776868,-85.75714,3.0,5.0,Debris Burning,2453801.5,1435,2453801.5,1457
AZ,13,33.47305556,-111.53222222,0.1,4.0,Campfire,2454773.5,0938,2454773.5,1036
OR,Tillamook,45.48444,-123.83722,0.01,4.0,Campfire,2457301.5,0710,2457301.5,1010
FL,Charlotte,26.9377,-81.9738,0.5,9.0,Miscellaneous,2455586.5,1753,2455586.5,1846
OR,Klamath,42.2642,-122.2203,0.1,1.0,Lightning,2456511.5,1110,2456511.5,1538
NC,Rowan,35.51283333,-80.72083333,2.0,13.0,Missing/Undefined,2455611.5,1633,2455611.5,1659
NY,SARATOGA,43.29699109,-73.83283971,0.1,9.0,Miscellaneous,2455905.5,1748,2455905.5,1805
ID,49,45.85,-115.70166667,0.3,1.0,Lightning,2453590.5,1200,2453591.5,1200
CA,037,34.43888889,-118.22694444,0.1,2.0,Equipment Use,2456135.5,1551,2456135.5,1610
TX,Panola,32.16093333,-94.09393333,6.0,5.0,Debris Burning,2455992.5,1531,2455992.5,1840
CO,Eagle,39.6164,-107.0978,0.1,1.0,Lightning,2456490.5,1845,2456491.5,1400
AL,Houston,31.099334,-85.256815,0.25,7.0,Arson,2454154.5,2346,2454155.5,0200
MO,Jefferson,38.069901,-90.517744,1.0,5.0,Debris Burning,2456710.5,1526,2456710.5,1540
GA,Union               ,34.86345276,-84.04675674,16.4,5.0,Debris Burning,2455654.5,1527,2455654.5,1717
MT,81,46.21916667,-114.34666667,0.5,1.0,Lightning,2453921.5,1037,2453922.5,1000
MN,St. Louis,47.18350726,-92.77107278,2.5,12.0,Structure,2456476.5,1739,2456476.5,1856
SC,Bamberg County,33.11253,-81.045174,2.0,5.0,Debris Burning,2455613.5,1432,2455613.5,1524
AL,Mobile,30.55228,-88.334954,15.0,7.0,Arson,2454765.5,1453,2454765.5,1545
OR,39,43.59583333,-122.13638889,0.1,1.0,Lightning,2453939.5,1800,2453940.5,1400
TN,SEVIER,35.789917,-83.64391,3.0,5.0,Debris Burning,2454144.5,0800,2454144.5,1315
NY,SUFFOLK,40.83546647,-72.98754554,0.3,9.0,Miscellaneous,2453875.5,1759,2453875.5,1759
FL,Miami-Dade,25.5998,-80.4089,0.2,7.0,Arson,2455521.5,1605,2455521.5,1605
NY,ROCKLAND,41.11172042,-74.10740073,0.1,9.0,Miscellaneous,2454381.5,1427,2454381.5,1427
FL,Dixie,29.5828,-82.9776,0.1,7.0,Arson,2455912.5,2326,2455913.5,1254
WV,Kanawha,38.35492585,-81.49731754,0.1,7.0,Arson,2456602.5,1330,2456602.5,1355
NC,Greene,35.41671666,-77.75003333,0.8,5.0,Debris Burning,2455275.5,1500,2455275.5,1600
OR,Clatsop,46.16556,-123.63111,0.01,5.0,Debris Burning,2457189.5,1306,2457189.5,1406
NY,QUEENS,40.7575891,-73.83691354,0.1,9.0,Miscellaneous,2453687.5,2206,2453687.5,2206
AZ,5,35.95666667,-112.06361111,0.1,1.0,Lightning,2454310.5,1805,2454332.5,1339
NY,ST LAWRENCE,44.57944938,-75.1559054,0.1,9.0,Miscellaneous,2454345.5,1647,2454345.5,1647
LA,Union,32.969,-92.283,0.93,13.0,Missing/Undefined,2457231.5,1530,2457231.5,1730
PA,CENTRE,41.0942,-77.685,23.0,4.0,Campfire,2456417.5,1444,2456417.5,1600
WA,Stevens,48.8161,-117.8939,0.3,1.0,Lightning,2457245.5,1419,2457246.5,0900
AZ,Maricopa,33.54916667,-111.64222222,0.1,4.0,Campfire,2456766.5,1300,2456766.5,1330
SC,Clarendon County,33.651928,-80.127304,60.0,5.0,Debris Burning,2455639.5,1404,2455639.5,1652
GA,257,34.59833333,-83.34055556,0.1,7.0,Arson,2453080.5,1730,2453080.5,1800
MO,Dent,37.6511,-91.4336,1.5,5.0,Debris Burning,2457129.5,1230,2457129.5,1430
TN,CANNON,35.697383,-86.09911,5.8,5.0,Debris Burning,2454899.5,1432,2454899.5,1600
GA,McDuffie,33.45066824,-82.5798984,0.34,5.0,Debris Burning,2456001.5,1343,2456001.5,1415
GA,Lee                 ,31.86926938,-84.25223595,3.12,5.0,Debris Burning,2455712.5,2045,2455712.5,2215
TX,Navarro,32.06233333,-96.40946667,16.0,10.0,Fireworks,2456482.5,1733,2456482.5,2308
NY,GENESEE,43.12816352,-78.27963188,0.1,9.0,Miscellaneous,2453941.5,2019,2453941.5,2019
AL,Elmore,32.569627,-86.301701,0.1,7.0,Arson,2453084.5,1052,2453084.5,1205
NC,Henderson,35.41865,-82.59715,0.2,9.0,Miscellaneous,2457067.5,1709,2457067.5,1811
NC,Clay,35.05425,-83.93041666,0.9,5.0,Debris Burning,2456710.5,1430,2456710.5,1600
MS,Covington,31.73868801,-89.50949113,3.0,5.0,Debris Burning,2457307.5,1818,2457307.5,2153
NC,Guilford,36.011683,-79.762016,0.1,9.0,Miscellaneous,2457067.5,1908,2457067.5,1923
MS,HARRISON,30.58449693,-89.28968085,1.0,4.0,Campfire,2456703.5,1709,2456703.5,1811
FL,Broward,26.3323,-80.6402,10658.0,2.0,Equipment Use,2456052.5,1515,2456056.5,1024
AL,Choctaw,31.9612502,-88.2414831,20.0,9.0,Miscellaneous,2455803.5,1520,2455803.5,2137
TX,Titus,33.26083333,-95.08638889,2.0,4.0,Campfire,2456180.5,1655,2456180.5,1753
CA,TUOLUMNE,37.8336,-120.2388,0.5,5.0,Debris Burning,2457168.5,1453,2457168.5,1525
NC,Richmond,34.95753333,-79.8538,0.1,9.0,Miscellaneous,2456853.5,1519,2456853.5,1543
NY,SUFFOLK,41.01632245,-71.99186941,0.25,9.0,Miscellaneous,2453840.5,2258,2453840.5,2258
TN,MCNAIRY,35.0135,-88.40175,23.0,7.0,Arson,2454267.5,1507,2454268.5,2300
NC,Scotland,34.92666667,-79.41583333,0.2,2.0,Equipment Use,2456291.5,1519,2456291.5,1541
NY,CHAUTAUQUA,42.48834503,-79.236802,0.1,9.0,Miscellaneous,2455665.5,1654,2455665.5,1721
CO,San Miguel,38.1405,-108.3801,1.5,1.0,Lightning,2453542.5,1455,2453543.5,1339
KY,Butler,37.16797,-86.62109,75.0,4.0,Campfire,2454168.5,1400,2454168.5,1400
GA,Marion              ,32.48530432,-84.46341102,0.12,5.0,Debris Burning,2455804.5,1331,2455804.5,1435
NV,Douglas,39.0239,-119.7031,0.1,9.0,Miscellaneous,2455793.5,1959,2455793.5,2100
FL,Pasco,28.3453,-82.6157,2.0,7.0,Arson,2455999.5,1325,2455999.5,1501
AR,FULTON,36.29722,-91.75496,17.0,2.0,Equipment Use,2456094.5,1300,2456094.5,1445
NY,TIOGA,42.27222136,-76.10842642,1.05,9.0,Miscellaneous,2454220.5,1401,2454220.5,1401
NM,San Juan,36.7775,-107.6014,0.1,1.0,Lightning,2454364.5,1210,2454364.5,1330
AL,Marion,34.157224,-87.750039,18.0,5.0,Debris Burning,2454263.5,1215,2454263.5,2245
FL,Putnam,29.6642,-81.8672,0.1,9.0,Miscellaneous,2456357.5,1625,2456357.5,1723
AZ,005,34.6933333,-111.493333,0.1,1.0,Lightning,2455400.5,1415,2455417.5,0800
CA,SAN DIEGO,33.180146,-117.023659,2.0,9.0,Miscellaneous,2456895.5,1436,2456895.5,1502
TN,029,35.9475,-82.97638889,0.1,7.0,Arson,2457106.5,1440,2457106.5,1500
NV,Clark,36.2233,-115.4669,0.1,1.0,Lightning,2453920.5,1206,2453920.5,1530
MS,COVINGTON,31.6485092,-89.70633598,5.0,7.0,Arson,2456105.5,1514,2456105.5,1745
NC,Burke,35.76666667,-81.91666667,0.3,13.0,Missing/Undefined,2455612.5,1504,2455612.5,1600
AL,Madison,34.853688,-86.849058,15.0,2.0,Equipment Use,2454242.5,1336,2454242.5,1709
WA,Okanogan County,48.6573,-119.2645,2.0,5.0,Debris Burning,2454917.5,0930,2454924.5,1500
NC,Onslow,34.52051666,-77.49313333,0.5,5.0,Debris Burning,2455314.5,1330,2455314.5,1717
AZ,5,36.07111111,-112.33166667,0.1,1.0,Lightning,2454653.5,1446,2454676.5,1129
CA,17,38.64388889,-120.22611111,0.1,4.0,Campfire,2453287.5,1445,2453287.5,1800
NC,Anson,35.0,-80.2,0.1,9.0,Miscellaneous,2455335.5,1442,2455335.5,1451
TX,Bowie,33.55166667,-94.56222222,3.0,9.0,Miscellaneous,2455869.5,1308,2455869.5,1533
CA,073,32.83805556,-116.65111111,0.1,2.0,Equipment Use,2456109.5,0201,2456109.5,0300
OR,Union,45.71444444,-117.94972222,0.1,1.0,Lightning,2456887.5,0800,2456888.5,1329
CA,17,38.86805556,-120.41722222,0.6,2.0,Equipment Use,2455079.5,0046,2455079.5,1614
CA,RIVERSIDE,33.738393,-116.954228,0.25,13.0,Missing/Undefined,2457208.5,1940,2457208.5,2001
WY,Johnson,44.3478,-106.5178,525.0,1.0,Lightning,2455430.5,1900,2455432.5,1415
CO,093,39.3430556,-105.302778,0.1,4.0,Campfire,2455380.5,1130,2455380.5,1300
CO,ALAMOSA,37.4735,-105.8652,0.1,9.0,Miscellaneous,2455301.5,2141,2455301.5,2141
SC,Horry County,33.828033,-79.177216,0.2,7.0,Arson,2456368.5,2142,2456368.5,2243
NY,CHAUTAUQUA,42.52587807,-79.17327988,1.5,9.0,Miscellaneous,2453853.5,1441,2453853.5,1441
CA,037,34.7075,-118.796389,0.1,2.0,Equipment Use,2455463.5,0339,2455463.5,0355
WY,Fremont,43.166719,-108.209367,0.5,13.0,Missing/Undefined,2456378.5,1400,2456378.5,1600
NY,ULSTER,41.81875574,-74.41334666,0.1,9.0,Miscellaneous,2453687.5,1705,2453687.5,1705
AL,Baldwin,30.699002,-87.656852,14.5,7.0,Arson,2453020.5,1008,2453020.5,1054
FL,Taylor,30.1111,-83.5814,0.1,3.0,Smoking,2455537.5,1414,2455537.5,1414
NY,NIAGARA,43.11023368,-78.56803714,0.1,9.0,Miscellaneous,2454918.5,1232,2454918.5,1232
WI,7,46.31444444,-91.32277778,50.0,9.0,Miscellaneous,2454971.5,1530,2454971.5,1700
GA,Jefferson           ,32.88426473,-82.2950164,0.26,5.0,Debris Burning,2455620.5,1523,2455620.5,1545
NY,CAYUGA,42.9068489,-76.60288644,1.5,8.0,Children,2453857.5,1557,2453857.5,1557
AZ,Coconino,35.21305556,-112.10583333,0.1,1.0,Lightning,2456839.5,1946,2456840.5,1206
NY,ROCKLAND,41.13636408,-74.07949118,0.1,7.0,Arson,2453509.5,0020,2453509.5,0020
NC,Caldwell,35.9373,-81.53225,0.7,9.0,Miscellaneous,2456752.5,1129,2456752.5,1202
NY,PUTNAM,41.42844789,-73.57956997,0.1,9.0,Miscellaneous,2453688.5,1846,2453688.5,1846
OR,35,43.24194444,-121.84805556,0.2,3.0,Smoking,2454019.5,1000,2454019.5,1400
UT,37,37.83083333,-109.62888889,50.0,1.0,Lightning,2453254.5,1551,2453270.5,0700
FL,Lee,26.5494,-81.6334,5.0,9.0,Miscellaneous,2457054.5,1430,2457054.5,1539
AZ,5,35.28833333,-111.48,0.1,1.0,Lightning,2453200.5,1523,2453200.5,1800
MO,Washington,37.8949,-90.7865,1.0,9.0,Miscellaneous,2456624.5,1135,2456624.5,1314
MI,Newaygo,43.44111111,-85.70333333,1.3,5.0,Debris Burning,2456813.5,1334,2456814.5,1100
SD,093,44.35,-103.56611111,6.6,9.0,Miscellaneous,2457100.5,1705,2457102.5,1240
NY,ROCKLAND,41.20172499,-73.9720378,0.1,9.0,Miscellaneous,2454314.5,1516,2454314.5,1516
KY,Estill,37.6769,-83.85138,45.0,4.0,Campfire,2455143.5,1600,2455144.5,1600
CA,015,41.86944444,-123.99027778,5.9,9.0,Miscellaneous,2456188.5,1028,2456190.5,1648
CO,Mesa,39.17399,-108.294187,0.1,1.0,Lightning,2456116.5,1529,2456117.5,0800
GA,Upson               ,32.93710833,-84.203425,2.0,5.0,Debris Burning,2456895.5,1440,2456895.5,1705
NY,Tioga,42.1656,-76.4768,1.9,9.0,Miscellaneous,2457106.5,1226,2457106.5,1451
NC,Caldwell,35.9536,-81.58221667,0.5,5.0,Debris Burning,2456385.5,1617,2456385.5,1649
CO,065,39.2813889,-106.320556,0.1,2.0,Equipment Use,2455343.5,1255,2455343.5,1500
NY,QUEENS,40.7392,-73.815,0.1,9.0,Miscellaneous,2456742.5,1221,2456876.5,1316
NC,Wayne,35.55136667,-78.02003333,2.0,5.0,Debris Burning,2455927.5,1945,2455927.5,2145
NC,Caldwell,35.91311667,-81.36526667,0.3,7.0,Arson,2456365.5,1443,2456365.5,1509
GA,Wheeler             ,32.00477799,-82.703989,7.9,1.0,Lightning,2455883.5,1340,2455883.5,1432
SC,Oconee County,34.702751,-82.935074,0.1,5.0,Debris Burning,2456263.5,1744,2456263.5,1918
NC,Richmond,34.91075,-79.76833333,0.1,5.0,Debris Burning,2456644.5,1836,2456644.5,1855
NY,CLINTON,44.6937,-73.3949,2.88,5.0,Debris Burning,2456507.5,2101,2456507.5,2159
NY,Monroe,43.1201,-77.6179,0.8,5.0,Debris Burning,2457124.5,1425,2457124.5,1437
NY,BRONX,40.85810491,-73.85889979,0.1,1.0,Lightning,2453480.5,1417,2453480.5,1417
MS,WEBSTER,33.5680924,-89.28740433,3.0,4.0,Campfire,2457043.5,1540,2457043.5,1653
CA,103,40.18472222,-123.01861111,0.5,1.0,Lightning,2453954.5,1700,2453955.5,1000
FL,Bay,30.1618,-85.5815,1.5,9.0,Miscellaneous,2455593.5,1252,2455593.5,1506
AZ,5,35.30416667,-111.565,0.1,9.0,Miscellaneous,2454758.5,0205,2454758.5,1318
WY,Washakie,44.026583,-107.683544,8.0,1.0,Lightning,2456853.5,1745,2456853.5,1906
NC,Richmond,35.07015,-79.78698333,15.0,13.0,Missing/Undefined,2455613.5,1538,2455613.5,1645
WA,63,47.7451,-117.6438,72.5,9.0,Miscellaneous,2456502.5,1446,2456557.5,1738
GA,Randolph,31.64584706,-84.77381869,2.33,5.0,Debris Burning,2455994.5,1132,2455994.5,1230
AZ,5,36.00638889,-112.18111111,0.1,4.0,Campfire,2454687.5,1219,2454687.5,1243
KY,Clay,37.01955,-83.72017,10.0,5.0,Debris Burning,2454879.5,1645,2454880.5,1645
OR,31,44.62194444,-121.77611111,0.1,1.0,Lightning,2454293.5,1706,2454294.5,1500
AL,Shelby,33.218756,-86.49213,3.0,5.0,Debris Burning,2453797.5,1521,2453797.5,1718
OR,Jackson,42.29833,-123.21972,0.1,13.0,Missing/Undefined,2455019.5,1300,2455021.5,1900
TN,MARION,35.257367,-85.5094,35.0,7.0,Arson,2454913.5,2120,2454914.5,1830
CA,83,34.52916667,-119.85194444,0.1,2.0,Equipment Use,2454681.5,1555,2454681.5,1717
FL,Wakulla,30.177,-84.2986,1.0,2.0,Equipment Use,2456326.5,1250,2456326.5,1324
TX,Upshur,32.73183333,-94.92421667,1.0,8.0,Children,2455820.5,1647,2455820.5,1718
MI,097,45.86138889,-84.79194444,1.0,5.0,Debris Burning,2457130.5,1222,2457130.5,1245
MT,31,44.66888889,-111.13861111,0.25,9.0,Miscellaneous,2454313.5,2200,2454313.5,2345
AL,Saint Clair,33.714048,-86.420521,15.0,5.0,Debris Burning,2454912.5,1322,2454912.5,1519
GA,Dooly               ,32.07706944,-83.61476111,56.65,5.0,Debris Burning,2457068.5,1559,2457068.5,1744
NV,Lincoln,38.116714,-114.583497,0.1,1.0,Lightning,2454682.5,1657,2454682.5,1918
NY,CLINTON,44.90707022,-73.79297779,0.5,9.0,Miscellaneous,2454346.5,2021,2454346.5,2021
TX,Montgomery,30.15405,-95.40886667,2.7,7.0,Arson,2457230.5,1725,2457230.5,1954
MS,Marion,31.14490989,-89.91490307,1.0,5.0,Debris Burning,2457267.5,1715,2457267.5,1750
NV,Clark,35.6239,-115.158,1.0,1.0,Lightning,2453570.5,1746,2453570.5,2110
WY,029,44.8611111,-109.647222,0.1,1.0,Lightning,2455418.5,1730,2455418.5,2000
WY,Sweetwater,41.56418,-109.16547,0.1,13.0,Missing/Undefined,2456797.5,1800,2456797.5,1845
CA,071,34.2,-117.285,0.1,2.0,Equipment Use,2456100.5,2332,2456100.5,2350
OR,Deschutes,44.23078,-121.34822,0.1,1.0,Lightning,2454685.5,1153,2454685.5,1632
TN,BENTON,36.018033,-88.1768,3.0,5.0,Debris Burning,2456770.5,1442,2456770.5,1600
NC,New Hanover,34.31166666,-77.95,0.1,7.0,Arson,2455256.5,1700,2455256.5,1725
CO,Rio Blanco,39.9381,-108.2572,0.1,1.0,Lightning,2453874.5,1500,2453874.5,2359
UT,UTAH,40.152669,-111.545735,0.1,7.0,Arson,2455380.5,1607,2455380.5,1607
UT,Box Elder,41.91555556,-113.41027778,0.1,1.0,Lightning,2456921.5,1930,2456922.5,1350
NY,JEFFERSON,44.20292961,-75.62783813,0.1,9.0,Miscellaneous,2455778.5,1933,2455778.5,1944
CO,Moffat,40.2525,-108.2854,0.1,1.0,Lightning,2453200.5,1816,2453201.5,1816
TN,Grainger,36.355,-83.3983333,0.4,7.0,Arson,2453450.5,1515,2453450.5,1545
WV,Mason,38.84185577,-82.13269055,0.1,3.0,Smoking,2455983.5,1807,2455983.5,1820
NJ,Hunterdon,40.7117,-74.9075,0.25,3.0,Smoking,2457154.5,1658,2457160.5,1000
IL,087,37.59333333,-88.85611111,3.0,2.0,Equipment Use,2456105.5,1600,2456105.5,2000
NY,CAYUGA,42.75200242,-76.38873327,0.1,2.0,Equipment Use,2454244.5,1518,2454244.5,1518
WI,Marinette,45.34619,-87.98138,0.89,1.0,Lightning,2457146.5,1454,2457146.5,1525
GA,Johnson,32.80675,-82.52269444,7.15,5.0,Debris Burning,2456608.5,1330,2456608.5,1441
OR,5,45.09416667,-122.21444444,0.1,3.0,Smoking,2454362.5,1600,2454362.5,1930
FL,83,29.09861111,-81.69027778,5.3,4.0,Campfire,2454897.5,1319,2454900.5,0916
CO,Weld,40.5867,-104.7272,0.1,3.0,Smoking,2456504.5,1713,2456504.5,1743
ID,Lincoln,43.1419,-114.2408,10.0,13.0,Missing/Undefined,2455796.5,1344,2455796.5,1530
CA,Tuolumne,37.879611,-120.49115,0.1,2.0,Equipment Use,2453204.5,1714,2453204.5,1735
NC,Pitt,35.65948333,-77.42386667,0.5,5.0,Debris Burning,2456312.5,1230,2456312.5,1300
NY,SUFFOLK,40.76565483,-72.94028004,0.5,7.0,Arson,2453164.5,1135,2453164.5,1135
CA,Mendocino,39.302933,-123.793269,0.1,9.0,Miscellaneous,2454291.5,1545,2454291.5,1550
FL,Dixie,29.4974,-83.0313,30.0,1.0,Lightning,2457168.5,1605,2457169.5,1336
AL,Conecuh,33.6660712,-85.8663491,1.0,5.0,Debris Burning,2455745.5,1635,2455745.5,1820
CA,065,33.79638889,-116.77666667,0.1,4.0,Campfire,2457282.5,1055,2457282.5,1115
TN,HENRY,36.3332,-88.487983,0.5,2.0,Equipment Use,2456442.5,1550,2456442.5,1620
OR,Malheur,43.5757,-118.2094,37.0,4.0,Campfire,2454017.5,1548,2454018.5,1719
NC,Stanly,35.19133333,-80.45333333,1.5,9.0,Miscellaneous,2455496.5,0030,2455496.5,0400
ID,059,45.49694444,-114.10666667,0.25,1.0,Lightning,2456137.5,0857,2456139.5,0800
CA,049,41.23,-120.19305556,0.2,1.0,Lightning,2456526.5,1151,2456528.5,0851
GA,Bibb                ,32.8652567,-83.81834979,3.0,5.0,Debris Burning,2455609.5,1610,2455609.5,1630
NV,7,41.71055556,-115.33027778,0.1,1.0,Lightning,2454731.5,0815,2454731.5,1500
NC,113,35.255,-83.68666667,3.0,5.0,Debris Burning,2453101.5,1400,2453101.5,2000
TN,MONROE,35.284928,-84.28364,0.1,7.0,Arson,2456589.5,1655,2456589.5,1730
KY,Wayne,36.80121,-84.85822,5.0,5.0,Debris Burning,2454406.5,1130,2454406.5,1130
NM,San Juan,36.8675,-108.1381,0.1,1.0,Lightning,2453209.5,1127,2453209.5,1320
NY,Oneida,43.312,-75.3818,2.5,7.0,Arson,2457352.5,1028,2457352.5,1217
SC,Georgetown County,33.372498,-79.550613,2.0,7.0,Arson,2457124.5,1816,2457124.5,1949
FL,Putnam,29.439,-81.6438,20.0,11.0,Powerline,2455706.5,1655,2455706.5,1852
MT,031,45.56333333,-111.07166667,0.1,7.0,Arson,2456165.5,2141,2456165.5,2215
AZ,011,33.21111111,-109.38638889,0.5,1.0,Lightning,2456139.5,1500,2456156.5,1520
NY,SUFFOLK,40.91366429,-73.04609708,0.1,9.0,Miscellaneous,2454816.5,1535,2454816.5,1535
CA,71,34.33777778,-117.24194444,2.0,9.0,Miscellaneous,2454326.5,0531,2454326.5,0617
AL,Lawrence,34.511208,-87.150662,25.0,7.0,Arson,2454143.5,1400,2454143.5,2100
FL,Lake,28.8379,-81.7684,0.1,9.0,Miscellaneous,2455924.5,2010,2455925.5,1442
NM,17,33.01055556,-108.05555556,0.25,3.0,Smoking,2454527.5,1345,2454527.5,1445
MD,Caroline,39.07136944,-75.76042778,1.0,5.0,Debris Burning,2455611.5,1049,2455611.5,1130
CA,HUMBOLDT,40.1267,-123.851067,0.1,2.0,Equipment Use,2456503.5,1724,2456503.5,1750
NY,SARATOGA,43.03520073,-73.70161138,0.25,9.0,Miscellaneous,2453823.5,1206,2453823.5,1206
LA,West Carroll,32.713,-91.445,0.4,13.0,Missing/Undefined,2457277.5,1600,2457277.5,1730
UT,Kane,37.3769,-112.1388,0.1,1.0,Lightning,2453229.5,1521,2453229.5,2200
ID,085,44.29222222,-115.90555556,2.77,1.0,Lightning,2457193.5,2101,2457195.5,1000
NY,DUTCHESS,41.59556918,-73.91026577,0.1,9.0,Miscellaneous,2455714.5,1212,2455714.5,1218
FL,Dixie,29.8009,-83.1555,4.0,1.0,Lightning,2455829.5,1520,2455829.5,1910
NY,ST LAWRENCE,44.73831546,-75.05403131,1.0,9.0,Miscellaneous,2453951.5,1511,2453951.5,1511
AZ,013,33.5458333,-111.656667,0.1,4.0,Campfire,2455388.5,1048,2455388.5,1055
NY,QUEENS,40.78487181,-73.79666499,0.1,9.0,Miscellaneous,2455850.5,2207,2455850.5,2229
NY,ORANGE,41.50084859,-74.02339677,0.1,9.0,Miscellaneous,2454249.5,1338,2454249.5,1338
MT,61,46.99777778,-114.86916667,0.1,1.0,Lightning,2454322.5,1500,2454323.5,0800
AL,Clarke,31.619516,-87.760244,0.1,5.0,Debris Burning,2454510.5,1316,2454510.5,1340
TN,DEKALB,35.862467,-85.7852,0.2,7.0,Arson,2455307.5,1330,2455307.5,1330
OK,Latimer,34.83333333,-95.23866666,0.1,7.0,Arson,2455282.5,1845,2455282.5,1845
NC,Caswell,36.265,-79.47566667,2.0,9.0,Miscellaneous,2455981.5,1158,2455981.5,1230
NC,Guilford,36.00266666,-79.89556666,0.1,9.0,Miscellaneous,2456768.5,1942,2456768.5,1956
KY,Lewis,38.64993,-83.5975,2.0,5.0,Debris Burning,2455479.5,1629,2455479.5,1629
UT,Utah,40.0825,-111.8453,378.0,9.0,Miscellaneous,2454358.5,1401,2454360.5,1350
CA,23,41.31,-123.54638889,0.5,9.0,Miscellaneous,2455020.5,0311,2455020.5,1053
CA,FRESNO,37.045542,-119.48159,5.1,9.0,Miscellaneous,2456897.5,1532,2456897.5,1716
NY,OTSEGO,42.79765717,-75.15231414,0.1,9.0,Miscellaneous,2455147.5,1646,2455147.5,1646
GA,Johnson             ,32.71900529,-82.64159462,1.27,4.0,Campfire,2455568.5,1339,2455568.5,1410
ID,79,47.20333333,-115.98833333,0.1,5.0,Debris Burning,2453602.5,2020,2453603.5,1600
SC,87,34.65361111,-81.46694444,2.3,1.0,Lightning,2454651.5,1955,2454655.5,1500
CA,17,38.8925,-119.98666667,0.1,9.0,Miscellaneous,2453217.5,0800,2453217.5,0830
FL,Santa Rosa,30.831,-87.1338,0.1,9.0,Miscellaneous,2456783.5,1830,2456783.5,1938
NY,ROCKLAND,41.02338087,-73.95225266,0.1,9.0,Miscellaneous,2453620.5,1804,2453620.5,1804
TX,Angelina,31.20011966,-94.35353851,1.0,7.0,Arson,2454984.5,1515,2454984.5,1658
AL,Winston,34.125232,-87.628116,2.0,7.0,Arson,2454186.5,1020,2454186.5,1122
WA,053,47.01638889,-121.61777778,0.01,4.0,Campfire,2456493.5,1000,2456493.5,1425
SC,Lancaster County,34.752724,-80.760689,0.2,5.0,Debris Burning,2456731.5,2216,2456731.5,2250
NY,ORANGE,41.44402849,-74.42060827,0.1,9.0,Miscellaneous,2454698.5,1556,2454698.5,1556
GA,Burke               ,33.03722222,-81.58555556,64.61,5.0,Debris Burning,2456678.5,1113,2456678.5,1410
KY,Hopkins,37.28345,-87.50782,74.0,5.0,Debris Burning,2454332.5,1530,2454332.5,1530
GA,Polk,34.07716111,-85.20675,11.5,7.0,Arson,2456366.5,2319,2456367.5,0224
GA,Laurens             ,32.62130261,-82.97338133,0.01,5.0,Debris Burning,2455605.5,1415,2455605.5,1434
NM,Otero,32.90555556,-105.7075,0.25,7.0,Arson,2456795.5,1048,2456795.5,1611
CA,SOLANO,38.392467,-121.997567,3.0,5.0,Debris Burning,2456645.5,1547,2456645.5,1645
KY,Morgan,37.97974,-83.27219,35.0,5.0,Debris Burning,2455300.5,1730,2455300.5,1730
CA,037,34.31722222,-117.84694444,1.0,7.0,Arson,2456066.5,1244,2456066.5,1910
NY,MONROE,43.2046,-77.6723,0.1,9.0,Miscellaneous,2456170.5,1551,2456170.5,1557
CA,91,39.43444444,-120.40083333,0.1,1.0,Lightning,2454291.5,1630,2454291.5,2226
CA,37,34.45333333,-118.35166667,2.0,2.0,Equipment Use,2454325.5,1249,2454325.5,1305
NY,RICHMOND,40.61454562,-74.07287813,0.1,9.0,Miscellaneous,2455654.5,2021,2455654.5,2032
CO,El Paso,38.957,-104.6223,0.1,3.0,Smoking,2456404.5,2100,2456404.5,2107
NC,Davidson,35.889666,-80.3275,0.2,5.0,Debris Burning,2457059.5,1315,2457059.5,1345
NY,CHENANGO,42.35500429,-75.41429445,1.0,9.0,Miscellaneous,2454350.5,1701,2454350.5,1701
NY,QUEENS,40.7564,-73.8336,0.1,9.0,Miscellaneous,2457322.5,1754,2457322.5,1816
AZ,1,33.74166667,-109.4725,0.1,1.0,Lightning,2453937.5,1500,2453937.5,1645
WA,Chelan,47.96777778,-120.15333333,0.01,4.0,Campfire,2456827.5,1246,2456827.5,1409
