Date,;Region,Place,;Trigger,;Weak Layer,Depth_inches,Width_inches,Vertical_inches,;Aspect,Elevation_feet,Coordinates,Comments 1
3/18/2019,Uintas,Upper Weber Canyon,Natural,Ground Interface,24.0,1200.0,3600.0,East,10500.0,"40.845956581824, -111.066842066440","

 

Occurring naturally, a piece of cornice peeled off this ridgeline in upper Weber Canyon sometime late Sunday afternoon. The bus sized piece of snow crashed onto the slope below, triggering a shallow wet slab which gouged into weak snow near the ground. Of note... a repeater, the snowpack was already shallow in this zone from an avalanche triggered earlier this year.
"
3/23/2019,SE Idaho,Danish Pass,Skier,Surface Hoar,12.0,1800.0,6000.0,North,8800.0,"42.114910196831, -111.587244929990","The recent wet storm and barely-freezing temperatures at Tony Grove made us wary of steeper slopes today. Observed collapsing earlier in the day on a flat ridgeline E of the Bear River Divide. Did not observe any wet slides despite warmer temperatures and overcast greenhousing. Unintentionally ski triggered a slide on a N/NE facing 30-32 degree slope at ~8900'. The slide propagated below a rollover that broke 150' wide with a 1-2' deep crown and ran for 450' to the bottom of the run. The slab dropped down through two storm layers and failed on a thick layer of buried surface facets and a firm bed layer. Wet debris piled up 3-5' on the uphill side of well-spaced trees. Observed recent snowmobile tracks on similar adjacent slopes and N/NE facing obvious slide paths in the area. A good reminder that spring conditions do not equate to spring snowpack stability. 
"
3/25/2019,Uintas,Bald Mountain,Natural,New Snow/Old Snow Interface,18.0,2400.0,5400.0,Southeast,11400.0,"40.693199230583, -110.906016813930","

Right out of the gates, the sun softened a piece of cornice which dribbled onto the steep slope below, triggering a fresh wind slab this morning.

 



Meanwhile, on the steep east facing slopes of Bald Mountain, the steep hanging snowfield came to life with a little daytime heating.
"
3/26/2019,Logan,Saint Charles Peak,Snow Bike,New Snow/Old Snow Interface,10.0,600.0,1800.0,Northeast,9100.0,"42.090627390318, -111.576526152220","Avalanche ran approx 150’
"
3/23/2019,Skyline,Huntington Canyon,Natural,Facets,36.0,720.0,3600.0,East,8600.0,"39.496044653514, -111.157436358110","A natural avalanche cycle occurred in Huntington Canyon mid day on March 23rd.  The snowpack was shallow with VERY loose dry cold faceted snow comprising the bottom 18 inches of the pack with a weak slab on top of that consisting of a number of heat crusts sandwiched around some stronger storm snow.  Boot penetration was basically to the ground for the majority of the winter. 

The warm temperatures on the 23rd were finally enough to warm the very loose faceted snow for the first time of the season.  It also warmed and weakend the slab near the surface.  This resulted in a fairly widespread series of natural wet slab avalanches and some wet point release avalanches. 

The wet slabs were not all that wide, generally in the 30 to 70 foot wide range.  Depth averaged about 3 feet and in general they ran about 300 feet vertical.  All the slopes that ran were at least 40 degrees in steepness.  They all faced generally east facing with no activity on the west facing paths.

Once the avalanches started to run, they entrained all of the snow to the ground for the entire length of the paths.  There were no staunchwalls.  This is what produced the significant piles of debris on the road.
"
3/29/2019,Salt Lake,Summit Park,Skier,Density Change,8.0,600.0,840.0,North,8500.0,"40.728494601944, -111.613154398510","This area frequently wind loads and is a short steep entrance into Summit Park skiing. I expected it to fracture, but assume it would break at my slope cut as opposed to remotely.
"
3/29/2019,Ogden,North Ogden Divide,Skier,Density Change,10.0,3600.0,600.0,East,6800.0,"41.316690460433, -111.894893633400","West winds transporting lots of snow at ridgelines from the divide all the way up. I triggered 3 avalanches. One was small. The second propagated about 300 feet wide. The third was near the top of Bridge Canyon under the cornice and was about 100 feet wide. 

All were breaking on softer, low density snow under a slab of wind drifted snow about 8-12 inches thick.

Below ridgelines, there was very little wind and few avalanche concerns.
"
3/30/2019,Ogden,Ogden,Snowboarder,New Snow/Old Snow Interface,12.0,3600.0,15000.0,East,9200.0,"41.396191737175, -111.787497984470","
On Saturday the 30th around 1300 a single snowboarder in a group of 4 had a close call, when he exited our terrain via the James Peak ridge line and into uncontrolled backcountry terrain. This slide path is named ""Scrapies"" for its otherwise flat rocky outcrops and narrow chokes in 2 separate chutes. This slide path is a regular producer and typically runs a natural cycle with even small amounts of new snow and south west winds due to large fetch zones. Avalanche classes of R1-2 and D1-2 are regular and typical December-February, with R2-3 and D2-3 usually occurring late in the season with higher annual snow totals and bridging of rocky anchors. Spring time regularly brings high incidents melt freeze and wet loose activity and incidents like this.

This incident was classified as a SS-ARu-R2-D2-I; 30 cm crown, 250-300’ wide, running 1000-1250 vertical feet; the starting zone is skiers right of center @9200', E aspect, 45-degree slope. The snowboarder was carried approximately 600 vertical feet, over several large rock outcrops before being able to stand up and exit the path skier's right back into the area boundary. Fortunately, we were able to contact the triggering party soon after it was observed and confirmed that there were no injuries or burials.

Based upon our investigation on the right flank adjacent to the starting zone, we found that the avalanche comprised of new snow from storm #33 in the form of a well-connected slab. This slab which likely rode on a slick bed surface comprised of melt freeze forms, and a buried NSF layer. This layer was very small and difficult to identify in grain identification, but was very noticeable with a brush to the pit wall (it is possible that the layer was simply a density interface from the onset of storm #33). An Extended Column Test ECT was performed and initial movement in the slab was noted at tap #7-8 with the column failing on tap #14, it broke with a classic “Pop” & “Drop”. The deposition zone was nearly 1000’ long and ranged from 6” to 3’ deep at the toe, it should be noted that gouging and wet loose type debris were found in the deposition.

***Note*** Powder Mountain and this terrain is located on private property, we limit access to this terrain and many other areas with a Closed Area Boundary Policy. Over the past several seasons we have encountered several incidents in areas adjacent to our area boundary that affect SR 158 (Powder Mountain Hwy) and this terrain accessed via James Peak.

"
4/16/2019,Salt Lake,Red Baldy,Natural,New Snow/Old Snow Interface,12.0,1200.0,12000.0,South,11000.0,"40.538346003130, -111.666219221650","Old news...but another example of Evelyn’s good forecast. This ran natural sometime on the 16th. Started as a wind slab, then ran wet all the way to the bottom (over 1000’). First photo shows the wind slab, 2nd the wet debris. 
"
4/9/2019,Skyline,Chute Camp Site,Natural,Facets,60.0,42000.0,8400.0,Northeast,9200.0,"39.567046381115, -111.186318384780","This is the most significant avalanche that has released in Huntington Canyon since the Seeley Fire of 2012.  This avalanche removed the most standing burned trees in any single avalanche event. 

 

The main avalanche was in the south end of the Camp Chutes.  It was a result of faceted snow in the basal layers forming early in the season and remaining remarkably weak through the entire season.  Boot penetration was to the ground for the majority of the winter.  The trigger of this avalanche was numerous days of warming temperatures.  It was the first time that the warming temperatures affected the faceted snow near the ground.  There was indication that avalanches like this could happen.  First, there was a series of wet slab avalanches lower in Huntington Canyon on east facing aspects that occurred on March 23rd (DETAILS HERE).  Next, on April 5th, a few more wet slab avalanches released on more northerly facing slopes (DETAILS HERE).  Finally, after more consequetive days with warm weather, this avalanche released on a northeast facing slope much higher in elevation than the previous activity.
"
4/26/2019,Uintas,Hayden Peak,Natural,Facets,60.0,2400.0,5400.0,Southwest,11300.0,"40.722140283671, -110.846578330550","This slide is one of a couple significant slabs we observed today released on weak snow just above ground- this likely from when the slopes were saturated during the sustained warm temps with out much of a freeze a week ago.
"
5/23/2019,Salt Lake,Superior,Skier,Density Change,12.0,1800.0,7200.0,North,10800.0,"40.592372413397, -111.665285812930","As a party of 2, we were planning to ski shots off Cardiac Ridge. As we climbed, we commented on the east winds. We climbed from Alta to Pole Line Pass to Little Superior. From Little Superior, we traversed Cardiac Bowl to the base of Thundrestruck. The snow on the east aspects had been blown off the slopes leaving a firm, but edgable surface that skied well. After skiing Thunderstruck we traversed north to ski another line. We climbed the sub-ridge and commented on how there were some small wind slabs that had formed. There were only ~2"" deep and the snow was quite dense under these (it was difficult to sink a pole in). After descending the next wave of the storm moved in socking in Cardiac Bowl in a thick fog. We traversed towards Superior with the plan to ski the south face back to the road. We knew there had been an accident on the south aspect on Wednesday, but other than the small wind slabs from the prior climb, we had not seen any red flags on the north aspects. We ascended Cardiac Bowl with the plan to gain the ridge up the east chute. The snow was dense and supportable. We had not had any cracking or collapsing, and the east winds had not appeared to have loaded the mid-bowl. We were skinning about 20' apart from each other and when we were ~50' from the ridge, we felt the collapse as the slope broke 30' above us 8"" deep and propagated 150' wide. 30-40' below the crown, the slide stepped down to the next weak layer forming a smaller, secondary crown. The dense snow knocked both of us over and slowly carried us down with it. We attempted to self-arrest, but the bed surface was too soft for a whippet to stick. Both of us rode the slide down 400' before being able to arrest.

 

Curious to understand what happened and what clues we missed, we ascended the bed surface to evaluate both crowns. Our theory is that the lower bowl did not appear wind loaded since it was an open slope, but the higher slope had rock features that trapped more snow to cause additional loading.

 

A pole and a whippet were lost, the whippet was found during the ascent. 

 

From the ridge, the decision was made to boot/skin back out the ridge to Pole Line Pass as we felt the south aspect would most likely have a similar wind load and the bed surface could likely be a much harder sun layer/crust. We encountered another party of 3 on the ridge who were planning to ski that area. They were able to see the crown as they booted up the ridge and after talking with us, they also decided to retreat back down the ridge.

 


Photo 1: Upper crown

Photo 2: Lower crown the slide stepped down into

"
11/27/2019,Salt Lake,Silver Fork Headwall,Skier,Unknown,12.0,360.0,2400.0,North,9900.0,"40.598793591676, -111.629097985860","Me and two others were traversing the Emma ridge. Winds were blowing north consistently around 40 mph. The skier leading the group noticed a shooting crack from his ski that went over a wind drift. As we came over the wind drift we saw the crack had propagated about 30 feet across the slope and had remotely triggered a slab about 20 feet below the edge of the slope. The debris ran roughly 200 feet, but it was hard to tell due to the limited visibility from blowing snow. 


"
11/28/2019,Salt Lake,East Bowl,Unknown,Facets,36.0,600.0,2400.0,Northeast,9900.0,"40.599747102682, -111.619677530840","If we're still with the house of cards metaphor the house is starting to topple on certain suits.  Walking the Silver Fork (East Bowl) ridgeline today produced many collapses and showed different north-facing slabs propagate on buried surface hoar, the Nov. M/F crust, and Oct. facets/DH.  Today's high PI rates and morning wind tipped the scales on many slopes and in a short time I was able to find multiple natural and human-caused avalanches.

The first two photos are from a NE-facing slope that fractured as I walked the ridge, felt a collapse and looked over the edge ~15 ft. away to see a crown to near-ground Oct. facets/DH.  Crown up to 42"" and 50' wide.
"
11/30/2019,Skyline,Meadow Fork,Skier,Facets,36.0,1800.0,1800.0,North,10000.0,"39.438043012891, -111.369931685080","I triggered this avalanche remotely from over 100 feet away while traveling on skis on a safe low angled ridgeline. I was walking along looking at north facing terrain when the slope made a loud ""whoomp"" and collapsed causing the avalanche. It was about 3 feet deep, 150 feet wide and ran about 150 feet.

The collapsing was the weak sugar snow near the ground from October.  It is not uncommon to trigger avalanches from a distance when a ""persistent weak layer"" of sugary faceted snow is present in the snowpack.
"
11/30/2019,Skyline,Main Bowl,Snowmobiler,Facets,30.0,1080.0,1500.0,Northeast,10200.0,"39.505286831777, -111.317982660890","Riders reported that this avalanche released during the day while they were up there. It is most likely that they triggered it remotely from a distance away from the actual avalanche.
"
11/30/2019,Skyline,Knob Mountain,Natural,Facets,36.0,3600.0,3600.0,North,10000.0,"39.452896032429, -111.377806650730","This natural avalanche presumably occured during the storm or the high winds that followed it. This area gets heavily windloaded in south wind events and a cornice was starting to form above the start zone. Similar-looking but smaller avalanches were peppered along the ridge leading northeast from the summit of Knob Mountain. 
"
11/29/2019,Uintas,Moffit Basin,Natural,Ground Interface,36.0,12000.0,4800.0,Northeast,10600.0,"40.840664705822, -111.018455015800","

 

Crown was barely visible... I drew in dimensions with the Power Point ""Sharpie"" option. 

Breaking naturally and failing on weak snow near the ground, looks like this well connected slab released on the 28th or 29th.
"
12/1/2019,Logan,Diamond,Natural,New Snow/Old Snow Interface,12.0,3600.0,2400.0,Northwest,9500.0,"41.711070325362, -111.721177328130","Lots of wind actions last night and today. Skin and ski tracks from yesterday in the area were covered up this afternoon. Even covered up in places on the second lap.  This avalanche broke on Logan Peak's west face near where the summer trail meets the ridge. The slide was about 300' wide and only ran 200 vertical feet -- not even close to the full path length. The slide stepped down only 1' or so, no brush or ground visible in the bed. Snow depth in nearby areas was 2' to 3'. The crown had an oblong V shape, like it broke at the apex and the spread laterally 150' in each direction. A week ago or so, this area was bare or had a very small amount of ground snow. My working assumption is that the overnight wind blew a soft wind slab that then broke last night or early this morning. Folks in town can probably get better photos with their high-zoom cameras, if of course the wind doesn't fill the whole thing back in tonight.
"
12/2/2019,Skyline,Eliza Fork,Skier,Facets,30.0,1800.0,7200.0,Northeast,10400.0,"39.445599442625, -111.352207647910","While doing routine fieldwork today from the safety of ridgelines, I triggered a fairly good sized avalanche.  I was traveling around to see if the snowpack was still capable of collapsing.  I got my answer.  This is a remote location where no one was in the drainage below me.
"
12/3/2019,Logan,Miller Bowl,Skier,Facets,24.0,1800.0,4800.0,North,8800.0,"41.886811611495, -111.646908927650","
As I ski cut the chute west of the tree island, I triggered a soft slab (20' crown, 18"" deep). I was able to step onto the bed service (October facets) without being caught. When the slide entered the bowl, additional pockets released encompassing the entire bowl west of the island. The debris piled up on the flat at the tree barrier where there is often an uptrack. Light was flat so I did not take photos.    

"
12/7/2019,Logan,Egan Basin,Snowmobiler,Facets,15.0,600.0,1200.0,Northeast,9000.0,"42.051268398352, -111.581912027920","
This from the rider who was partially buried,



""Looked like wind slab. My column tests just to the north were failing at the old snow on 2 from shoulder.  This broke half that depth and damn lucky of it!""




 
"
12/7/2019,Salt Lake,Lanes Leap,Snowboarder,Facets,24.0,2400.0,3600.0,Northeast,9600.0,"40.604028351967, -111.568127127200","Weak facets wind loaded pockets 
"
11/30/2019,Uintas,Uintas,Natural,Depth Hoar,36.0,9600.0,3600.0,Northeast,10500.0,"40.844982648643, -111.004185663860","

 





 

A quick lap to Upper Humpy Creek Basin revealed a large natural avalanche which probably released shortly after Thanksgiving... I'm thinking the 29th or 30th timeframe. The avalanche fits the pattern of other slides both Ted and I have documented on the North Slope. 

 



 

Of historic note... the piece of snow in the image above which remained intact, is the same slope that led to a tragic avalanche accident on Thanksgiving Day of the 2010-11 winter.
"
11/29/2019,Salt Lake,Big Cottonwood Canyon,Natural,Facets,30.0,1200.0,1200.0,Northeast,9200.0,"40.650673573548, -111.617918001730","

 



 

Unexpectedly, stumbled onto this week old slide. Always thought this steep roll in upper Bear Trap could avalanche and the big Thanksgiving storm confirmed my suspicions. Feeling good about this shady slope that avalanched, thought I should test sunday night storm snow.
"
11/28/2019,Skyline,BBQ Bowl,Natural,Facets,24.0,3000.0,7200.0,Northeast,10300.0,"39.507834202857, -111.319377409570","This was one of the more significant natural avalanches that occurred during a ""pockety"" natural cycle.  No question this broke into old weak faceted snow from October.
"
11/28/2019,Skyline,Main Bowl,Natural,Facets,24.0,1200.0,4800.0,North,10300.0,"39.503463439560, -111.313154684670","This avalanche most likely released naturally during the pockety natural cycle.  There is a slight chance that it was remotely triggered by snowmobilers from below.  This is a site of a snowmobile fatality in 1998.
"
11/28/2019,Skyline,Acord Fork,Natural,Facets,24.0,960.0,2400.0,North,10400.0,"39.402594740827, -111.382119642850","This released during the ""pockety"" natural avalanche cycle.
"
12/14/2019,Salt Lake,Thousand Turns Gulley,Skier,Density Change,10.0,2100.0,3000.0,Northeast,9800.0,"40.590943390531, -111.603839436950","4 Turns down into the low angle 1000 Turn Gully run, the entire steep left wall was remotely triggered. It never came close to the triggering rider. It was a Wind Slab that was 8 to 10 inches deep, 1 Finger minus in Hardness, and had Graupel as the weak layer. The debris ran down through the choke of the gully and past the mid slope roll where it enters in the lower section below Figure 8 Bowl. Debris was shallow and spreading out, and was 18 inches deep at it's largest area of deposition. The entire slide consisted of multiple connected pockets with numerous areas that broke out below rocks and cliffs. Grauple Pooling appeared to help the propagation propencity. Upon descent in the bottom half of the run, it was easy to initiate long running cracks on the NW facing wall that is on the rider's right, but the slope angle (between 30 and 35 degrees) was not allowing it to move. 

 

Unfortunately the poor visibility, Moderate to Strong Winds, Intense Wind Blown/Transport and safety considerations not only did not allow for good photos, but it also prevented any opportunities to examine yesterdays accident scene and slide on Figure 8 Hill. Reports from the Brighton Ski Patrol estimated that slide at 200 feet wide, 2 to 4 feet deep, and only in the new snow.

 

Annotation on photo 1 depicts 2/3's of the downhill length of the slide in the 1000 Turn Gully area. Photo 2 shows one section of the crown area. 
"
12/14/2019,Logan,"Garden City Bowl, the Gut",Skier,New Snow,12.0,240.0,1200.0,Southeast,8300.0,"41.973530100008, -111.482820498110","Didn't see it happen but you can see it failed along a ski cut. It was near the lower section of the Gut at Garden City. Right where the cliffs start on the southeast aspect.
"
12/14/2019,Logan,"Miller Bowl, East",Unknown,Facets,42.0,2100.0,6000.0,North,8700.0,"41.886304419385, -111.644933210920","We noticed a large hard slab avalanche in East Miller Bowl, which had failed 3 to 4 feet deep and about 175 feet wide on a persistent week layer of faceted snow from Halloween.  The avalanche was likely naturally triggered during the storm yesterday when the slope was overrun by a smaller avalanche involving drifted new snow, but there were also some ski tracks in the area and it could have been remotely triggered.
"
12/14/2019,Logan,Providence Peak,Natural,Facets,42.0,7200.0,8400.0,Northeast,9500.0,"41.705600356868, -111.712782370160","Observed on Sunday, 12-15-19
"
12/15/2019,Salt Lake,Dutch Draw,Snowboarder,Unknown,24.0,1200.0,4800.0,East,9700.0,"40.653455506369, -111.592647241850","Snowpack

UAC staff was not able to access the crown face of the avalanche. We determined there was no safe way to approach the crown. In fact, the following day, Tuesday, Dec 17, a skier flying a speed wing triggered an avalanche on the same slope. This skier was able to use his wing to become airborne and avoid being caught in the slide. 


Based on avalanches triggered by the ski patrol within their boundaries on Sunday, we think this avalanche was a soft slab of new snow. There may have been some wind drifting of the new snow blowing north to south and depositing additional snow just under the rock band where the avalanche occurred. We don't know what weak layer caused this slide. It may have simply been a poor bond underneath the new snow that fell December 12th-14th. 

 

The photo below shows Tuesday's avalanche and obvious wind drifting of snow (photo - Park City Ski Patrol).



 

On Friday, December 12, an avalanche was spotted to the north. Because that crown had fully reloaded, we were not able to get a crown profile of that avalanche either.

Below is a photo showing that avalanche in relation to the fatal one (photo - Park City Ski Patrol).



Avalanche Danger

During the brunt of the storms on Friday and Saturday, the avalanche danger was rated as HIGH in this terrain which is East-facing above 9500 feet in elevation. On the day of the accident, the avalanche danger was rated as CONSIDERABLE for this terrain. Sunday's avalanche forecast is available HERE. UAC Forecasters Trent Meisenheimer, Mark Staples and PCMR Snow Safety Manager Andy VanHouten visited the site on Monday, December 16. 
"
12/16/2019,Salt Lake,Alexander Basin,Unknown,Facets,30.0,4200.0,9600.0,Northeast,9900.0,"40.672110675865, -111.682269560390","This slide in Alexander's East Bowl I roughly estimated 350' wide and running to the flats below (in red) ~800' vert.  Primarily ran on top of the November crust that was re-faceted after its first run but in places it stepped down to Oct. facets ~3' deep.  Looks to be cornice-triggered whether natural or human, did not see tracks close enough to ridge to trigger but not ruling it out.  

Debris hard to tell measurements but based on volume and vertical relief would not be surprised at D3. 

 
"
12/17/2019,Salt Lake,Snake Creek,Skier,Density Change,10.0,960.0,1200.0,South,9000.0,"40.574867918494, -111.555367721570","Triggered this Wind Slab (See Photo 1) when skiing down, saw the crack and skied off to rider's right with no incident. By 1130, ESE and S facing slopes with angles > 25 degrees were beginning to pick up Solar/Heat. They were damp about 5 cm down, and it appeared that this may have helped contribute to the reactivity of these lingering Wind Slabs. This was just one where we were able to initiate cracking and subsequent Slabs that were Pencil Plus in Hand Hardness. There was also evidence that there had been a much larger Wind Slab that had run in the steep gully/gut of the Big Daddy's within the past 48 hours. See Photo 2. 

 

On top of this, widespread Loose Wet was observed on Steep ESE, S and SSW as noted by small roller balls. 
"
12/17/2019,Uintas,Uintas,Natural,Facets,60.0,1800.0,3000.0,Northeast,10300.0,"40.833545436199, -110.961055742900","Took a look at this avalanche on the north end of Double Hill today.  It looks fairly recent with the crown still fresh looking and not too much drifted snow on it.  It is a hard slab avalanche with some huge bone crushing chunks of snow.  It is not a large slide as far as width and slope distance traveled, but the depth is quite impressive with the crown measuring 3-5.5'.  I'm still unsure of a cause, my first thought was a remote trigger due to some sled tracks at the bottom and one track above the crown.  Knowing the history of how Double Hill is heavily wind loaded and with the bump in winds overnight this could be a natural.  The dense wind driven snow was no match for the weak sugary snow near the ground and overloaded the weak snow structure. 
"
12/16/2019,Uintas,Uintas,Natural,Facets,48.0,3600.0,15000.0,East,10400.0,"40.832872217491, -111.081712233240","I heard the upper reaches of M&M Drainage in Weber Canyon had avalanched substantially during the mid December storm and today I had time to scope it out. M&M drainage is a perfect, natural, leeward fetch, which loads during storms with big westerly winds. While not particularly uniform, most of the terrain had some degree of weak, old, early season snow. The avalanches I cataloged, were surprisingly wide and connected... a couple hundred feet in width.... breaking 3'-4' deep, failing on weak snow near the ground, and running great distances.

 



 


"
12/19/2019,Salt Lake,Ant Knolls,Unknown,Facets,24.0,2400.0,3000.0,Northeast,9400.0,"40.555924850690, -111.575658770110","Date of this avalanche is estimated and it may have been a natural. A group of snowmobilers on an evening ride discovered it. This slide is a good example of where avalanches breaking on facets near the ground are most likely to happen - it is a very steep rocky slope that gets wind loaded at the top. The slide broke at the ground on top of rocks that were exposed.  It looked to be new snow just below the ridge - below the ridge, the avalanche stepped down into old weak (faceted) snow.  Our best guess was the deepest part of the crown was around 4' deep.  This slide was large enough to snap trees around 4-6"" in diameter.  Impressive.
"
12/25/2019,Salt Lake,Dutch Draw,Snowboarder,Unknown,12.0,2400.0,7200.0,East,9900.0,"40.652673385431, -111.593125315220","Avalanche caught in the video below. Photo taken on 12/26 from the top.
"
12/28/2019,Salt Lake,Mineral Basin,Snowboarder,New Snow/Old Snow Interface,10.0,1080.0,1800.0,North,9700.0,"40.550493774197, -111.630191790180","A large group of Snowboarders dropped in above our party and the first rider triggered a Wind Slab that ran within 65 feet of us. The location was the mini saddle/entrance to Pagan Basin to the west of the  summit of Pagan, just up from the Pagan Shoulder. We were tucked into the protected trim line of trees on rider's left. The group obviously knew we were in this location, as we were communicating loudly for a period of time, attempting to get our group together to enter the Surprise Gully, where the slope angle lessens. We had observed widespread cracking and soft wind slab avalanching all morning long. We deemed it unsafe to be in the Wind Loaded Upper reaches of the Pagan Basin. The Snowboarder group gang rode the slope without ever communicating to us that they had initiated and triggered the slide, and or attempting to communicate to us as they rode past us. Size was D1 and not that big due to the fact that the debris fanned out; but the lack of communication and their efforts to jump in and ride the slope before us was obvious. 

 

Upon descent after their group rode through, we were able to trigger multiple D1.5 Hard Wind Slabs, with depths of at least 12 inches. The Strong NW winds were transporting snow and crossloading slopes throughout the day in this region. 
"
12/30/2019,Southwest,Delano,Natural,Unknown,12.0,1200.0,3000.0,South,11200.0,"38.360255174568, -112.374507908560","Several Natural avalanches on south aspect of Mt Delano in Griffith creek. Saw these slides while going to look for another, larger avalanche that had been reported. Been riding in this area for 15 years and haven't seen this particular slope avalanche. Seeing these red flags, did not ride any further.
"
12/31/2019,Provo,Mary Ellen Gulch,Natural,New Snow/Old Snow Interface,5.0,600.0,8400.0,Southeast,10800.0,"40.549613338677, -111.650791155420","Multiple Dry Loose Avalanches off the American Fork East Twin with aspects ranging from SW to SE. They appeared to natural during the evening on 20191230 or during the early morning hours on 20191231. Size estimated at D1.5, and very long running. 
"
1/1/2020,Salt Lake,Butler Fork,Skier,New Snow/Old Snow Interface,8.0,600.0,120.0,Southeast,9500.0,"40.673384374209, -111.650055130340","Reynolds bowl middle sluffed about 8 inch by 60 feet wide from wind loading. Just under the cornice. Plenty of tracks from the previous days but the 2-3 inches of snow was drifted by winds over the peak and created a soft slab and that ripped down to yesterday's snow
"
1/1/2020,Salt Lake,Murdock Peak,Skier,Unknown,30.0,1200.0,240.0,Northeast,9400.0,"40.692320674018, -111.599528776730","Wind was definitely the big issue today. See the included video of the very strong winds we encountered today.

 

I remote triggered two slides on wind loaded ridgelines.

 
"
1/3/2020,Uintas,Uintas,Snowmobiler,Unknown,60.0,9600.0,6000.0,South,9500.0,"40.271798565363, -111.079158770220","FORECASTER UPDATE-

 

I talked with Tappin about the slide and he related.... ""I was zig-zapping up the slope and about 10 or 20 feet from the ridge when I saw it sluff. I pulled my avy airbag, pegged the throttle, and hoped I'd make the ridge. The whole time I was hoping I wouldn't bury my buddies at the bottom of the slope. I made it to the ridge and saw everyone had outrun the slide I triggered.""

Tappin also related he had never been to this zone before, they read the avy forecast for the day, and they chose the terrain because of its south aspect. The avalanche danger was rated as Considerable in upper elevation wind drifted terrain that day.

Stoked everyone is ok!
"
1/2/2020,Salt Lake,Big Cottonwood Canyon,Natural,Unknown,12.0,1800.0,6000.0,Southeast,8500.0,"40.647002068446, -111.699727030290","Two naturals 
"
1/4/2020,Provo,Dry Fork,Snowmobiler,Facets,24.0,1500.0,3600.0,Southwest,10000.0,"40.572452466151, -111.592253894250","A group of friends sent me these pictures today riding on the south faces of sunset peak in American fork canyon triggered this slide at the top of the hill.  South facing slope.  Rider one was climbing and triggered the slide he was able to turn out of the slide path. second rider was near the bottom and got partially buried.  No injuries.  Odd to see this slide on the south face. 

 

Update 2:03pm:  Two riders were riding in American Fork in Dry Fork Canyon.  They had already climbed up this hill 3 to 4 times before the avalalnche occured.  Rider 1 watched from below as rider 2 climbed up the steep chute.  As rider 2 was on thier way back down the slope he triggered the avalanche.  Rider 1 was unsure if rider 2 knew he had triggered the avalalnche and so rider 1 used his radio to aleart him of the avalanlche and to pull his airbag.  Rider 2 was able to get out of the way of the avalalnche.  By this time rider 1tried to start his machine and get out of the way, but it was too late.  Rider 1 pulled his airbag right as the avalalnche hit him.  Rider 1 is unsure how far he traveled in the avalanlche but he could feel the airbag lifting him to the surface.  Rider 1 became fully submerged in the avalanche and re-surfaced on top of the debris when the avalanche came to rest.  We are very happy to report no one had any major injuries in this accident.       

 

One rider went up to look at the avalalcnhe and said was side of the crown was 3' deep and the other side was 2' deep.  We are unsure on how wide this avalanche was.
"
1/4/2020,Provo,Dry Fork,Snowmobiler,Facets,24.0,1200.0,1800.0,Southwest,10000.0,"40.572325941342, -111.592223361380","Found this additional avalanche that was likely snowmobile triggered. It was nearby a slide that partially buried a rider. It is unclear if this slide was triggered by the same party or not.
"
1/7/2020,Logan,White Pine Lake,Snowmobiler,Facets,24.0,1200.0,3000.0,East,8200.0,"41.930795108943, -111.638773395790","""Rider was climbing up left side of the shot, saw cracks, and turned out.  By the time he was down, the hill had slid.  No one was caught or carried""
"
1/15/2020,Logan,Rodeo Grounds,Unknown,Facets,96.0,2400.0,8400.0,East,9600.0,"41.712753037623, -111.714734286720","Recent natural or possibly remote triggered by sled on the ridge.  ""There were tracks on the ridge. Maybe 8' deep crown. No other details.""
"
1/15/2020,Uintas,Humpy Peak,Skier,Facets,48.0,12000.0,6000.0,Northeast,10500.0,"40.876011613032, -110.999271856940"," 



 



5th skier on the slope triggered this slide.

 



Looking downslope, this avalanche was packing heat as it flushed out onto the flats below. 
"
1/14/2020,Logan,Tony Grove Lake,Natural,New Snow/Old Snow Interface,10.0,720.0,4800.0,East,8500.0,"41.896032765023, -111.646841480510","This one was a bit fresher than much of the other evidence of natural storm and wind slab activity in the area.
"
1/19/2020,Logan,"Miller Bowl, East",Skier,Facets,60.0,4800.0,7200.0,North,8700.0,"41.886413790921, -111.644911021620","This was a repeater avalanche that had broke naturally about a month or so ago.  Broke to the ground in the exact same spot but did propagate wider this time than the previous slide.   Crown looked to be possibly 6-7 feet deep and 500 feet wide at least. Ran full slope creating a massive debris pile at the lower shelf. Failed to the ground.

 

According to the skier he had passed the crown about 50' or so when it broke. Cracking loudly, sucking him in and taking him for a ride all the way to the bottom. He came to a stop atop the debris next to a good sized tree. Skis and poles lost. He was extremely lucky to have survived the ride and ended up on top. 

 

There were day old or more snowmobile tracks all over the apron below and the slide debris covered most of them.  The skier had ridden many lines far to the lookers right of the bowl throughout the day.  
"
1/19/2020,Logan,Fairgrounds,Unknown,Facets,48.0,1800.0,3000.0,East,9300.0,"41.711590998869, -111.715249270840","Recent natural or perhaps remote triggered avalanche of wind drifted snow failing on a sugary persistent weak layer observed today.  No tracks were noticed in the immediate area.  The avalanche is on an adjacent slope to one that was observed on Wednesday.
"
