Vertical_inches,Depth_inches,Width_inches,Comments 1,Coordinates,Elevation_feet,Aspect,Weak Layer,Trigger,Place,Region,Date,OG
2400.0,12.0,360,"Saw this avalanche near the mouth of Emigration Canyon on a northwest aspect behind some of the Condo Towers. I've never seen a slide path in the canyon before in the 5 years I've lived in it. Snow depth is around 2-3 feet on those slopes and it looks to have broke near the ground, probably 18"" crown or so with a 100+ foot width. The slope angle is 40+ degrees on these slopes, so a very steep angle. 

 

This is notable because during the winters this area is an active one for bow hunters, I've regularly seen them on these aspects hiking in the snow. The runout was around 500 feet through a few terrain traps. There's still a lot of snow on the northerly aspects below 6k feet, hikers and hunters need to be aware. Unclear what triggered this slide, possibly a large animal, we have a few herd of deer around. 

 

 

Forecaster Notes:  Thank you for the report- we have seen a few other animal triggered (?) slides in the foothills this winter (Big Cottonwood, Ogden). We went to look at this avalanche on February 20th. It stood out as unique and we wanted to see what the lower elevation snowpack looked like prior to the next storm.  This avalanche was most likely triggered by a deer on a layer of rounding facets above a melt freeze crust. It averaged 12"" deep, 18"" at the deepest on a 35 degree slope. The avalanche was 30' wide and between the 2 slides ran about 300' down the slope. It was difficult to see the debris as it dispersed into the trees.  I believe this was from an easterly canyon wind that cross loaded the slope. We did not go to the crown face as there were  cracks above the crown and not worth the risk.

 

Photo 1- Upper avalanche

 



 

Photo 2- Lower avalanche



 

Photo 3- Snowpit


","40.750635128683, -111.783828722530",5800.0,West,New Snow/Old Snow Interface,Natural,Emigration Canyon,Salt Lake,2023-02-19,True
720.0,6.0,360,"Recording this avalanche for our database. 

My observation is HERE 
","41.218493812954, -111.873893780830",7200.0,North,Density Change,Skier,Hells Canyon,Ogden,2023-02-21,True
6000.0,14.0,4800,"Party triggered a slide from 50' away while on a ridge. No photo, but every east facing slope was producing shooting cracks.

The only photo was from a switchback onto a small test slope that produced a shooting crack.
","40.751418432398, -111.715335833140",7500.0,Southeast,Unknown,Skier,Parleys Canyon,Salt Lake,2023-02-22,True
9600.0,12.0,840,"This natural avalanche at low elevations near the mouth of Green Canyon most likely occurred overnight Tues-Wed...
","41.767606799122, -111.771898256830",6400.0,Northwest,Facets,Natural,Green Canyon Mouth,Logan,2023-02-22,True
3600.0,24.0,1500,"

Natural slide on Figure 8 Bowl spotted from the top of Millicent chairlift
","40.591771822068, -111.603133665640",9700.0,Northeast,Density Change,Natural,Figure 8 Bowl,Salt Lake,2023-02-24,True
1200.0,24.0,960,"I could see a few recent natural avalanches of wind drifted snow in the Garden City Area.  There are many small slopes around  Bear Lake and in the the Garden City neighborhood that clearly can avalanche on a good snow year like this, especially when we get lots of fresh snow and drifting from south or west winds...
","41.932558393373, -111.431643950100",6900.0,East,Facets,Natural,Garden City,Logan,2023-02-22,True
600.0,12.0,2100,"The group involved reported that this was 4 separately triggered avalanches instead of 1 connected avalanche. 
","40.551823321987, -111.678771959840",8900.0,Northwest,Density Change,Skier,White Pine,Salt Lake,2023-02-24,True
10374.252194903962,12.0,600,"Got to the top of flagstaff ridge and witnessed two snowboarders descend down Two Dogs into Days Fork. First boarder hugged the trees on the skiers left of the main run and had a clean run to the basin. Second boarder cut a bit skiers right into a wind loaded run and immediately set off the slab. They took a few more turns and cut left, avoiding the bulk of the slide. They made it safely to the bottom without getting caught. The slide ran for about 200 feet. 

 

From the party that triggered the avalanche (KL)

 

After watching a group safely descend Upper Days, my buddy dropped in to Two Dogs & rode out safely. I dropped in next, further skiers right into slightly steeper terrain. On my 2nd turn I triggered the edge of a large wind slab . Fortunately I was able to ride out & veer skiers left out of the slide path. It picked up some speed part way down the slope & ran a few hundred feet, definitely large enough to catch & carry. The avy report was dead on this morning & in hindsight given the wind slab risk & strong winds on the ridge, we should have stuck to lower slope angles.

 
","40.599543449169, -111.642444120940",25069.361495429926,Northeast,Unknown,Snowboarder,Two Dogs,Salt Lake,2023-02-25,False
1800.0,12.0,1800,"



Strong south winds deposit mid week storm snow lower downslope than you'd expect. This naturally triggered wind drift isn't particularly big by Uinta standards, but enough moving snow to keep ya on yer toes.
","40.702480564462, -110.977449404400",10800.0,Northeast,Density Change,Natural,Mt. Watson,Uintas,2023-02-25,True
3600.0,12.0,840,"

 



Mid slope pocket released naturally as a result of Saturday's strong southerly winds
","40.695322615324, -111.198742376940",10000.0,Northeast,Density Change,Natural,Hoyt Environs,Uintas,2023-02-25,True
1800.0,12.0,840,"

Not particularly deep or alarming, Andy and I noted a couple of pockety fresh drifts avalanching naturally in the wind zone
","40.829211308861, -111.094887243890",10500.0,Northeast,Density Change,Natural,Chalk Creek,Uintas,2023-02-25,True
6000.0,12.0,1800,"Second hand info from Instagram.  Rider apparently triggered the wind slab while on the slope.  Unknown whether he was caught or not.  No injuries reported.
","39.571176617030, -111.285688864350",10100.0,Northeast,New Snow/Old Snow Interface,Snowmobiler,Lake Canyon,Skyline,2023-02-25,True
6000.0,12.0,2100,"There were a couple of natural avalanches in BBQ Bowl as a result of the southeast wind overnight.
","39.507562693853, -111.317059980980",10200.0,Northeast,New Snow/Old Snow Interface,Natural,BBQ Bowl,Skyline,2023-02-26,True
720.0,12.0,300,"
We (party of 4) were climbing to gain the ridge between Yellow Jacket Trees and Cabin Run and ended up higher than we intended and missed the safer entrance to the ridge. None of us had done this approach before. We could see skyline through the trees and decided that two of our party would wait a safe distance back in the trees while two of us checked out the entrance onto the ridge. The two that continued realized that we were high as soon as we popped out of the trees and briefly talked about options, including going back down into the trees and retreating lower. However, the top of the ridge was one good kick turn away and we got sucked into that ""it’s so close” trap.

As my partner took some steps toward the top of the ridge I actually backed away even further and started getting pretty nervous but only said, “be careful, that looks wind loaded.” My partner was focused on a cornice on his left until he said, “oh, this is where the wind is dropping all the snow”. I had turned around and yelled to our other members to “not come up here”. I had decided we really should retreat, but I was too late and my partner yelled “slide”, and I turned back and saw the wind slab below the ridge break all around him. I tried to ski out to the side as I was on the very edge of where it propagated, but it hit me almost immediately. It broke probably 25’ wide and ran 50-60’; enough to take both of us for a short ride. My partner stopped at a tree probably 20’ down and I stopped at a tree 30’ down.

No burial, and no injuries besides a bruise. We did lose some poles. Once we determined everyone was ok we retreated and had a good debriefing and discussion of the traps we fell into.

Things we did right were space our party out as we became unsure of the route and terrain.

Things we did wrong were not turn around when we realized we had not approached the ridge the way we had intended. We knew we were in the wrong place, but got sucked into the feeling that it was just “right there”. The cornice drew our awareness away from the lower soft wind slab deposited below the ridge. Also, things can happen so quickly. Decisions can be made without fully understanding you are making them. Our group had a good dynamic and good communication generally, but in this moment we just didn’t take enough time. By the time I had processed my discomfort with the danger of continuing onto the ridge, it was too late. I needed to speak up immediately and more clearly. We should have returned and told the other two of our party the situation. I’m certain that would have changed our forward momentum and given us the time to make a better decision. We had been in pretty benign terrain all day, and had intended to keep it that way, but it only took 30 seconds for that to get away from us.

","40.680092892789, -111.688395725800",9000.0,Northwest,Unknown,Skier,Yellow Jacket,Salt Lake,2023-02-25,True
1200.0,36.0,840,"We came across this avalanche as we ascended the ridge from the Mill Creek side. It appeared to be a natural but could have been triggered from the ridge.  The snow off the flanks was very wind loaded.  This was a wind slab and possibly failed on facets but we did not approach the crown. On other NW aspects at 9800' we observed facets below a thin sun crust. That could have possibly played into this. 
","40.663251297460, -111.697511663650",9800.0,Northwest,Unknown,Unknown,Mt. Raymond,Salt Lake,2023-02-26,True
1200.0,24.0,2400,"Skinning up the ridge line to the west of the ""bowl"" had a small crack shoot out and the ridge began to slide.
","40.714777998200, -111.401143210280",6900.0,North,Facets,Skier,Browns Canyon,Uintas,2023-02-26,True
15000.0,18.0,2400,"A fresh avalanche was apparent this afternoon, quite visible from the north with brief clearing... It came down and stopped in the flats pretty close to the road accessing Green Canyon TH.  I noticed some branches and brush in the debris pile.  It was caused by rapid loading of heavy accumulations and drifting from strong southwest winds. 
","41.764021994119, -111.768872725070",6400.0,North,Facets,Natural,Green Canyon Mouth,Logan,2023-02-27,True
4800.0,30.0,840,"This avalanche occurred during a severe wind loading event with 13"" of new snow and sustained 35-45 mph winds. We had been tracking a spotty layer of facets that was covered up on Valentines Day. It is unknown if this avalanche failed on that layer or on the Feb 22 Interface. 

 


","38.452793886187, -109.263436304900",10600.0,North,Unknown,Natural,Exxons Folley,Moab,2023-02-23,True
1500.0,36.0,840,"This avalanche occurred during a severe wind loading event with 13"" of new snow and sustained 35-45 mph winds. We had been tracking a spotty layer of facets that was covered up on Valentines Day. It is unknown if this avalanche failed on that layer or on the Feb 22 Interface.

 


","38.443679688994, -109.250720488440",11400.0,Northwest,Unknown,Natural,Middle Cirque,Moab,2023-02-23,True
1500.0,12.0,840,"I could see this recent small natural avalanche from First Dam.
","41.738792908266, -111.786124693440",5600.0,North,Unknown,Natural,First Dam,Logan,2023-02-28,True
7200.0,24.0,7200,"Group of three remotely triggered this large wind slab from about 800 feet away, while skiing the main SE bowl off the south ridge of Beaver Mountain. We had identified a broad, steep rollover on the skier's right side of the bowl as a problem area and chose to descend the far skier's left side of the bowl. I skied first, and at about 8000' noticed a very long crack propagating to the south. About 10 seconds later I saw a large powder cloud racing down the south side of the bowl, very far to the skier's right of my line. On our way back down to Franklin Basin, we had improved visibility and were able to check out the crown, which averaged a bit over 2 feet deep. The bed surface was a prominent sun crust, likely formed Saturday.
","41.947441948750, -111.558737742030",8000.0,East,Facets,Skier,South Ridge of Beaver Mountain,Logan,2023-02-28,True
1200.0,6.0,1200,"Spotted a shallow, relatively well connected wind slab that likely ran sometime last night or this morning. I didn't investigate, but I tested the product adjacent to it. I saw other, more buried piles of debris in the Alta Periphery, but none as connnected. My sheltered pit supported my theory that the avalanche was wind related in nature. 
","40.578184516223, -111.597930180140",10500.0,Northeast,New Snow,Natural,Rocky Point,Salt Lake,2023-03-01,True
1080.0,18.0,600,"The snow blower triggered this one....It stepped down into snow older than the last time the snow blower came through.  Apparently, the giant UDOT snow blower can test slope stability pretty well.
","41.943699627263, -111.545970427120",6800.0,West,Facets,Unknown,Beaver Creek Canyon,Logan,2023-03-01,True
3000.0,24.0,720,"We unintentionally triggered a hard slab avalanche on a very steep, rocky slope in Hideaway Park. The avalanche broke below my skis and failed 2' down in a layer of faceted snow that developed in a rocky portion of the slope. I was the second person to enter the slope, and the first rider reached the bottom and waited in a safe spot adjacent to the runout zone. I was neither not caught or carried.

 

What is unusual about this avalanche is that our deep snowpack is opening up lots of terrain that ordinarily wouldn't be accessible in average snowpack years. This slope is steep and rocky, and the avalanche failed in a layer of facets below a layer of rocks - a likely place to find facets, even with a deep snowpack.

 

HS-ASu-R3-D2
","40.602937707439, -111.632470773990",10000.0,Northwest,Facets,Skier,Hide A Way Park,Salt Lake,2023-03-02,True
9600.0,48.0,1800,"Texted video report
","41.685292403444, -111.696517454700",9000.0,Southeast,Facets,Snowmobiler,Red Pine Ridge,Logan,2023-03-02,True
8400.0,30.0,2400,"Snowmobiler in the fog riding along the ridge west of Mount Logan Peak towers. Wind loaded blown cornice slab that was wind loaded fell off to the north face down into the top of dry canyon basin. The cornice wall where it broke was 30 to 40 feet tall.  The snowmobile went down with the avalanche snow, the rider had jumped And stayed on the ridge because of the fog they exited the area and a team went up on March 2 to retrieve the snowmobile from the avalanche. No one was injured and the snowmobile was found and removed.  
","41.715820127132, -111.722041355660",9100.0,North,Facets,Snowmobiler,Logan Peak Cirque,Logan,2023-03-01,True
240.0,16.0,480,"The avalanche pictured was triggered by me as I approached a convexity at the top of maybird aprons. The snow appeared to be wind-drifted and based on observations I was expecting some sort of result out of the slope. As I was about 5 feet above the apex of the convexity the avalanche released, propogated around 50 feet wide and ran for 20-30 vertical feet. Non-consequential avalanche in relatively non-consequential terrain, however there was still a significant amount of snow(~4feet) stacked up on the tree immediately below the crown. The slab varied in hardness but was generally 1F. This avalanche along with numerous other smaller ones that we triggered today were isolated to ridgelines and other areas more exposed to the wind. Below the ridgelines, we found awesome powder skiing in undisturbed light density snow. Throughout the tour, we found said light density snow on the surface to be incredibly slippery, some of the crystals rimed, some not. I will be more suscpicious of sensitive storm/wind slabs as the next load comes tonight given this info. We toured from white pine, into redpine, and exiting maybird, traveling on almost every aspect other than south. Observed cracking, and some smaller avalanches all over anywhere that was exposed to the wind.
","40.551300065670, -111.709134565910",9600.0,North,Density Change,Skier,Maybird Aprons,Salt Lake,2023-03-04,True
1200.0,16.0,1200,"Conditions were a little touchy this morning as I remotely triggered this small pocket walking along the Gold Hill Ridge Line.  The south winds were gusty and blowing snow on to north and east aspects creating sensitive wind drifts and soft slabs.  The weak layer was likely a change in density, with lots of wind overloading some lighter density snow.  There was a brief break in the wind about mid morning and the conditions were a little less sensitive, but the wind picked back up as the afternoon went on.  Felt like a solid moderate avalanche danger early in the day, but the danger should ramp up with the approaching storm.  
","40.816472531906, -110.917110430410",10200.0,Northeast,Density Change,Skier,Gold Hill,Uintas,2023-03-04,True
4800.0,36.0,2400,"Went for a little tour in the Wolf Creek Pass area. Winds were strong through out the day from south then from the east. I spotted two slides the first appeared natural or cornice fall overnight or yesterday in a very notorious area of Neeley bowl. The second little pocket was witnessed as a snowmobiler triggered a small 1' deep wind slab. The rest of the bowl was primed to give way and I would suspect will do so with the added weight over night.
","40.485212363214, -111.033153521210",9600.0,North,Unknown,Natural,Wolf Creek,Uintas,2023-03-04,True
9600.0,11.0,1080,"I observed a few fresh natural avalanches on drifted north facing slopes at lower elevations in the Canyon. Mouths and above the North Logan Bench.  Probably of most concern was the one in the mouth of Green Canyon threatening the trailhead access road and where there have been a couple other natural avalanches in the last week or so. 
","41.763989983797, -111.768701063690",6200.0,North,New Snow/Old Snow Interface,Natural,Green Canyon Mouth,Logan,2023-03-05,True
4200.0,18.0,1800,"Dropped a cornice on an obviously wind loaded slope on an exposed ridge line. The slab was fairly stiff and was pretty energetic. It easily pushed through the new snow and the lower angle slope directly below. It continued through a line of trees and down the next slope. The hang fire was reluctant to release under my weight but with the same energetic results when I did.
","41.367207408804, -111.955457424440",8600.0,East,Density Change,Skier,Cutler Ridge,Ogden,2023-03-05,True
480.0,6.0,360,"Small natural avalanches of wind drifted snow are fairly common in the foothills around Cache Valley these day's.  We have such good snow cover at low elevations that avalanches are occurring in places we don't normally see them, like in this horse pasture.
","41.794385342307, -112.048959719210",5100.0,North,New Snow/Old Snow Interface,Natural,Beaver Dam,Logan,2023-03-06,True
5400.0,24.0,1200,"Decided to tour above Porcupine Lift today to hit the Race Starts. I observed the lower start had slid overnight and there was light wind loading coming from the west. I also found some shallow cracking here and there on the ascent. I knew there was a high probability that the middle or upper start would slide but I still convinced myself I could get away with skiing the middle. I figured the terrain wasn't too consequential, it has no terrain traps.

 

I intentionally ski cut the middle Race Start, skiing left towards the spur between middle and upper. The whole middle bowl ripped from the top and luckily I planned my ski cut well enough. The slope shattered around me but I was easily able to ski 15 feet left to safety on the spur.

 

The wind slab broke about 2' deep, 100' wide and ran 450'. It had much more energy than I anticipated and I'm very grateful I didn't go for a ride. Easily could have been the end of the season for me.

 

Looking back I knew I was gambling on this one. I debated for 10 minutes if I should do it and ultimately made the wrong call. This was an especially foolish decision because I was solo. The slide on the lower start should've been the only red flag I needed.

 

Cheers.
","41.198659506227, -111.882243781750",9400.0,Southeast,Density Change,Skier,Snowbasin Backcountry,Ogden,2023-03-09,True
18000.0,14.0,600,"Around 4:45pm today, we skied down debris from a massive avalanche that ran the mid to lower section of Maybird Couloir.  We couldn't see what caused it, but assume it was a cornice fall above the rocks. We saw no other tracks entering any aspect of the couloir.  Did some beacon searching just in case.  It ran at least 1.5k feet.
","40.579965377507, -111.708748327790",9000.0,South,Unknown,Natural,Maybird Chute,Salt Lake,2023-03-09,True
7200.0,30.0,7200,"The avalanche was one of the early slides of the natural cycle that started Friday night, March 10.

SNOWPACK AND STORM SUMMARY:  The snowpack in the lower canyon (Blue Cut and down canyon) had a shallow snowpack through most of the winter.  This shallow snowpack developed faceted sugary grains throughout most of the snowpack.  By late February/early March, there was a slab starting to build on top of the weak basal layers.  A very warm and wet storm moved in on March 10 bringing 6 to 8 inches of new dense wet snow.  This alone was not enough to initiate natural avalanches.  The warm temperatures (and possibly a period of rain on snow) caused the entire pack to go isothermal which weakened the faceted snow and initiated the avalanches.

Temperatures stayed warm through the 12th with some additional precipitation.  More natural avalanches released on the 11th and 12th.

A second very warm and wet storm moved in on the 15th with rain on snow in the lower canyon.  This caused another round of natural avalanches.

The combination of both these warm wet storms produced the most significant avalanche cycle that we've seen in Huntington Canyon since 2017.
","39.495451315478, -111.159346090930",8200.0,East,Facets,Natural,Forks of the Huntington,Skyline,2023-03-11,True
720.0,3.0,180,"Made (what was effectively) a ski cut on the steep ravine at the bottom of Scotty's and triggered a small dry loose slide in the top 3-5 inches of snow. Not large enough to bury a person. Similar slides would not be consequential unless you were in a very bad spot ... for example above exposure or at the bottom of a ravine below a similar slide after it entrains snow.
","40.568800948580, -111.678278433400",8000.0,Northeast,New Snow,Skier,Scotties Bowl,Salt Lake,2023-03-11,True
20243.63712788107,4.0,300,"Our party broke trail up Pink Pine Ridge to Rainbow Peak. Snow felt very stable until we reached the ridge where some windblown snow was coated with a layer of graupel. From the ridge we set the remaining boot pack to the top of rainbow peak. Along the way, the top 4 inches of new snow showed signs of instability (cracking, blocking) on the windward side of the ridge. Knowing there would be a good chance of a wind slab over graupel on Rainbow Peak chute I cut the top of the slope. This cut released an avalanche that slide the entire length of the chute. After cutting the slope I entered a island of safety to the right of the slope as the avalanche passed by. Only once the slide settled did I continue cautiously to the bottom.
 

I think this episode shows the importance of identifying zones of safety before riding through avalanche terrain and cutting the top of a slope before entering the terrain below. While zones of safety and slope cuts are NOT a solution in avalanche terrain they do play a small part in mitigating risks. Please ride safely out there. 
","40.561073889790, -111.691775309150",31108.817151881914,Northeast,Unknown,Snowboarder,Rainbow Peak,Salt Lake,2023-03-11,False
8400.0,36.0,2400,"Observed by PC Patrol on routes this AM.  Guess on timing is sometime after snow stopped around 0300/0400 this morning. 
","40.628852988898, -111.565647112440",9800.0,East,Unknown,Natural,Scott Hill,Salt Lake,2023-03-11,True
21000.0,42.0,5400,"This slide was human triggered from near the top of the slope. 

 

Forecaster Drew Hardesty and ski partner Zack Little went to investigate this very close call of an avalanche.  This avalanche failed on a thick (~20cm) weak faceted snow below some crustst in a thinner snowpack area on a very steep west facing slope.  This structure has not been noted as representative of most of the terrain in Provo and yet exposed, wind stripped west facing slopes can pose problems, particularly when subsequently wind loaded.  The total depth of the snowpack at this location was only 55-65"" (at 9300') whereas we have weather stations at 8250' and 8800' with 125"" and 144"" snow depths in Provo. 
","40.292519491220, -111.541181281860",9300.0,West,Facets,Unknown,Big Springs,Provo,2023-03-11,True
7200.0,24.0,2400,"Recent Avalanche observed on the benson and reeds ridge below a cliff band on what looks like the recent snow event. Could also be wind loading present. About 2' deep at its deepest and about 200' wide.
","40.621124978612, -111.649705196040",9000.0,West,Unknown,Natural,Cardiff Fork,Salt Lake,2023-03-11,True
4200.0,18.0,240,"A small but powerful natural wet loose avalanche took out a section of fencing on the steep slope above First Dam. There is still quite a bit of saturated snow on the low elevation slope.
","41.741114526407, -111.788055883940",5200.0,North,Wet grains,Natural,First Dam,Logan,2023-03-10,True
19312.491271861454,16.0,360,"Several natural wet loose avalanches and lots of goo goo balls ran down the steep low elevation slope above the entrance to Green Canyon.  I think these occurred on Friday afternoon during the very rainy and windy storm.
","41.765446437307, -111.769773947300",24966.57741460455,North,Wet grains,Natural,Green Canyon Mouth,Logan,2023-03-10,False
4800.0,30.0,2400,"

Large, well connected natural avalanches occurred on steep, leeward slopes in the wind zone, as a result of the ripping winds and quick shot of dense snow late Friday March 10th.
","40.832750706270, -110.998971449530",10400.0,Northeast,New Snow/Old Snow Interface,Natural,Upper Moffit Basin,Uintas,2023-03-10,True
3600.0,24.0,1800,"

 

Large, well connected avalanches occurred on steep, leeward slopes in the wind zone, as a result of the ripping winds and quick shot of dense snow late Friday March 10th.
","40.845900023075, -111.018154608400",10500.0,Northeast,New Snow/Old Snow Interface,Natural,Humpy Creek,Uintas,2023-03-10,True
9600.0,30.0,2400,"We went up to check out several natural avalanches from early in the morning that occurred during a period of warmth and heavy rain.  The sun came out for a few minutes while we were up there and we heard and observed two more good sized wet avalanches as they occurred. 
","41.820407758166, -111.599288657950",6500.0,West,Wet grains,Natural,Dugway Cirque,Logan,2023-03-15,True
2400.0,24.0,1800,"While ascending the north ridgeline of Hidden Canyon we found two small natural avalanches that had failed sometime mid morning. The slab consisted of about 20cm of the latest new snow atop 30cm of 1F hard rounded grains from the 3/9 storm, The weak layer was another 10cm of small rounding faceted grains from 3/7-3/8. These north facing slopes are moderately wind loaded with a steep (38deg) upper section that flows into lower angle trees. They didn't travel very far but the biggest one was 150'wide and 60cm deep. 
","40.603599346618, -111.567213522530",9600.0,North,Facets,Natural,Lanes Leap,Salt Lake,2023-03-15,True
18000.0,30.0,4800,"We observed this recent large natural wet avalanche in Logan Canyon from below on Hwy 89 
","41.759377079344, -111.689754203590",6600.0,North,Wet grains,Natural,Amphitheater Gully,Logan,2023-03-15,True
120.0,24.0,360,"I could see a recent natural wet roof avalanche off the roof of the historic Brown's Cabin in Logan Canyon. 
","41.764421371078, -111.677866653240",5100.0,Unknown,Unknown,Natural,Browns Roll Off,Logan,2023-03-15,True
4200.0,12.0,1500,"A recent natural avalanche of wind drifted snow visible from across Cache Valley.  The avalanche likely occurred during the day on 3/15/23 due to drifting from southerly winds.  
","41.674268981870, -111.753783897190",8600.0,Northwest,New Snow/Old Snow Interface,Natural,Big Baldy Shoulder,Logan,2023-03-15,True
4800.0,12.0,3000,"A large cornice fell and triggered this avalanche. SS-NC-R2-D1.5

Our party decided the avalanche problem was most likely storm slab due to conditions noted on connected slope. 
","40.594426705567, -111.657571779790",10200.0,North,New Snow/Old Snow Interface,Natural,Cardiff Fork,Salt Lake,2023-03-16,True
5400.0,24.0,600,"A natural wet avalanche came down the steep slope above the Logan River and impacted a cabin and outbuilding, #23 Birch Glen.   It doesn't appear to have done much damage luckily...
","41.763366892967, -111.681214050080",5600.0,North,Ground Interface,Natural,Birch Glen,Logan,2023-03-15,True
9600.0,24.0,6000,"I could see evidence of a large natural avalanche(s) in the canyon above Hyrum City Park 
","41.621041434881, -111.688295081890",6600.0,Northeast,Wet grains,Natural,Blacksmith Fork,Logan,2023-03-15,True
2400.0,3.0,840,"There is evidence of many small to medium naturals from the storm cycle in Mineral Fork and Mill B South, but this observation is about a skier triggered shallow wind slab on GB No.  The first photo shows an example of this 3 inch deep wind slab breaking just from passing by on the skin track.  If you look closely you can see the crown.  Later in the day a couple of guys we saw earlier apparently triggered one of these shallow wind slabs as they skied and boarded over a convex roll near some barely visible rocks.  The second photo shows the crown and the upper portion of the debris.  The 3rd photo taken from a greater distance shows the debris ran at least 200 vertical feet.  Their tracks went in and came out the bottom.  We didn't actually see the event, but wouldn't be surprised if they didn't even realize they triggered a slide and just outran it.  Getting knocked off your feet by one of these shallow slides would normally be dangerous as you could get carried over a rock band or into a tree, but there is so much snow the rock bands and trees on this run are mostly buried!  The place is almost unrecognizable if you're used to how looked the past 4 years.
","40.609658396023, -111.685904848140",8800.0,Northeast,Density Change,Skier,Mineral Fork,Salt Lake,2023-03-16,True
7200.0,30.0,3000,"Snow and debris deposited into the creek and next to Temple Fork road.
","41.832293523949, -111.584098832410",6300.0,North,Wet grains,Natural,Temple Fork,Logan,2023-03-15,True
1800.0,12.0,1200,"This avalanche was triggered by an intentional slope cut from the Snowbird patrol on route in the last 48 hours. The initial release was a small wind slab at the ridge, and when it traveled down slope it released this larger pocket, failing on a graupel layer. This type of avalanche was ubiquitous around the range on many aspects above 8500'. There was evidence of another similar slide up higher in the drainage just below the headwall on the east facing slopes of the East Twin in Mary Ellen Gulch. This slide was remote triggered over 300m away due to mitigation work in the neighboring drainage of Mineral Basin (48 hours prior). There was also buried debris all throughout the drainage. The natural cycle, and ensuing AE and AS triggered avalanches during and following the week's storm is impressive. A truly widespread problem in the technical sense of the word.

Photos:

1. Sinners SE Profile and Avalanche SS-ASc-R2D1.5-I

2. Same slide different angle.

3. Upper Mary Ellen Gulch SS-ABr-R3D1.5-I. There is also buried debris visible in the upper Silver Creek bowl and the Outhouse Chutes.

4. Y Not Butress SS-AE-R2-D2-I. Released smaller pocket low on slope below convex roll. (Started from top of buttress. There are shot holes visible adjacent to avalanche path- assume explosive triggered from Heli work). Old Buried debris also visible in runout of Outhouse Chutes right side of frame.

 

Numerous other guided parties were out and about skiing similar aspects and elevations with no activity noted during the day today. 
","40.548516854183, -111.633110033580",9800.0,Southeast,Graupel,Skier,Mary Ellen,Salt Lake,2023-03-16,True
4200.0,12.0,3000,"As this was on a south facing slope, it doesn't really fit in, with most of the other natural activity that occurred with Wednesday's rain on northerly facing slopes.
","41.690813090553, -111.739621833600",6800.0,South,Wet grains,Natural,Providence Quarry,Logan,2023-03-15,True
2400.0,30.0,1200,"
","40.313354595547, -111.085338579820",9200.0,Northeast,Facets,Natural,Uintas,Uintas,2023-03-17,True
45934.40469401813,48.0,2400,"We noticed this large avalanche from a distance today above Smith and Morehouse reservoir. East aspect at 9800' east of Shingle Mill Flats. All dimensions and timing are my best estimates. The depth looks to range from 2'-4' deep, 200' wide and 800' vertical. It likely released sometime toward the end of the last storm, on 3/15. No tracks nearby so likely SS-N-R2,D2.5-I.
","40.747206669408, -111.121258722930",29782.222793513272,East,Unknown,Unknown,Shingle Peak,Uintas,2023-03-15,False
600.0,14.0,1200,"Observed an avalanche on the Silver Fork Headwall. Unsure of when it ran, but I don't see it submitted, and it looks to be relatively new. The avalanche appears to have stepped down as a result of some sort of dry loose avalanche triggered above. The avalanche likely ran on the graupel layer, which my team and I observed in a snow pit lower in the drainage, but I'm not sure. Wind seems to have also played a role in loading the particular area.  
","40.599519010704, -111.625514017660",9700.0,North,Graupel,Natural,Silver Fork Headwall,Salt Lake,2023-03-19,True
6000.0,36.0,3600,"Snowmobiler was climbing, got close to rocks which happened to be a trigger point, it propagated across. It was possibly 3 to 4 feet deep. Rider deployed his airbag but managed to stay on his sled and ride down safely. 
","40.706019093116, -110.944297300990",10800.0,Northeast,Facets,Snowmobiler,Notch Mountain,Uintas,2023-03-19,True
8400.0,36.0,4200,"There were several very large natural wet avalanches in Cowley Canyon not far above the gate at Camp Lomia.  One crossed the popular forest road (FR 047), which is popular with cross country skiers, snow shoers, and mt bikers who are not normally expecting to encounter avalanches... 
","41.775345030079, -111.624115184600",6000.0,East,Ground Interface,Natural,Cowley Canyon,Logan,2023-03-15,True
1920.5926326468646,3.0,1200,"Saw numerous very shallow surface snow avalanches in dry today. All on ~N facing slopes. Crowns were mostly only a few inches deep, maybe up to 6"" or so. Some did propagate quite far, maybe as much as 100'. While skinning (on N facing slopes) we didn't really encounter any cracking other obvious red flags. 
","41.714556259461, -111.742801653440",25129.837317903224,Northwest,Unknown,Natural,Logan Dry Canyon,Logan,2023-03-21,False
1800.0,18.0,1080,"Forecaster comments:  It is possible the weak layer was a layer of facets from radiation recrystalization.  We visited the area the following week and looked at a similar avalanche just a bit north.  There was a thin heat crust noted at the fracture line.  This is consistent with facets from radiation recrystalization.  The aspect and slope angle also support radiation recrystalization at this time of the season.  There was a significant avalanche cycle in the Central Wasatch where a layer of facets from radiation recrystalization was the weak layer.
","39.027218206311, -111.515994059170",10500.0,East,Unknown,Snowmobiler,White Mountain,Skyline,2023-02-25,True
7200.0,8.0,480," 

 
","40.662776789798, -111.681132303780",9200.0,Southwest,Unknown,Natural,Mill A,Salt Lake,2023-03-21,True
