,Date,Region,Place,Trigger,Trigger: additional info,Weak Layer,Depth,Width,Vertical,Aspect,Elevation,Coordinates,Caught,Carried,Buried - Partly,Buried - Fully,Injured,Killed,Accident and Rescue Summary,Terrain Summary,Weather Conditions and History,Depth_Inches,Width_Inches,Vertical_Inches,Elevation_Feet,Avlanche Season Phase
386,2012-01-20,Skyline,Skyline,Skier,Remotely Triggered,Facets,2.5',200',150',East,"9,500'","39.630945000000, -111.330214000000",,,,,,,,,,30.0,2400.0,1800.0,9500.0,Start
387,2010-01-21,Logan,"4th Sister Ridge, low",Snowboarder,Unintentionally Triggered,Facets,2',100',200',North,"8,000'","41.868091000000, -111.666455000000",1.0,1.0,,,,,,,,24.0,1200.0,2400.0,8000.0,Start
388,2018-01-09,Ogden,Ben Lomond Headwall,Natural,,Facets,2',"5,000'",,East,"9,300'",,,,,,,,,,,24.0,60000.0,,9300.0,Start
389,2020-03-29,Salt Lake,Evergreen Ridge,Snowboarder,,,"12""",40',,Northwest,"9,600'","40.605009294366, -111.595970155910",,1.0,,,,,,,,12.0,480.0,,9600.0,Start
390,2015-12-17,Salt Lake,Cardiac Ridge,Natural,,Facets,"3""",200',"1,500'",Northeast,"10,800'",,,,,,,,,,,3.0,2400.0,18000.0,10800.0,End
391,2022-12-06,Salt Lake,Dutch Draw,Unknown,,Facets,"12""",175',600',East,"9,900'","40.653750392039, -111.593842493620",,,,,,,,,,12.0,2100.0,7200.0,9900.0,End
392,2023-01-06,Salt Lake,Depth Hoar Bowl,Natural,,Density Change,,,,Northeast,"9,600'","40.676674021241, -111.682329910110",,,,,,,,,,,,,9600.0,Start
393,2023-01-02,Provo,Ant Knolls,Natural,,Density Change,,,,West,"9,400'","40.551308981950, -111.575775133700",,,,,,,,,,,,,9400.0,Start
394,2014-02-15,Uintas,Upper Weber Canyon,Explosive,Intentionally Triggered,Ground Interface,7',700',"1,500'",Northeast,"10,400'","40.787144000000, -111.075211000000",,,,,,,,,,84.0,8400.0,18000.0,10400.0,Start
395,2021-01-05,Salt Lake,Movie Line,Skier,,,"10""",45',,Northeast,"9,400'",,,,,,,,,,,10.0,540.0,,9400.0,Start
396,2012-01-01,Skyline,Skyline,Unknown,,Density Change,,300',350',Northeast,"10,000'","39.571094000000, -111.285753000000",,,,,,,,,,,3600.0,4200.0,10000.0,Start
397,2020-03-26,Salt Lake,Park City Ridgeline,Skier,,,"4""",30',,East,"7,800'",,,,,,,,,,,4.0,360.0,,7800.0,Start
398,2023-01-12,Ogden,South Face,Natural,,,3',"1,500'",,West,"7,600'","41.343856799586, -111.928195940520",,,,,,,,,,36.0,18000.0,,7600.0,Start
399,2013-11-17,Salt Lake,Rocky Point,Skier,Unintentionally Triggered,Depth Hoar,2',150',,Northeast,"10,400'",,1.0,1.0,,,,,"Our party of 4 choose to ski down the Rocky Point rib and slope to the right, one at a time. The 4th person triggered the slide as they made a cut across a slightly steeper rollover on the rib. They weren't able to get to the side, and then a ski came off. After riding the slide about 1/2 way down, were able to stop themselves mid track. Both poles and skis were recovered, one ski was up high (where released), the other gear was at the toe of the slide.","Complex terrain, where the snow didn't quite do as we thought. Planned on skiing either on the rib or in the lower angle slope to the right. Turns out that with current snowpack conditions, the steeper section at the top of rib was able to slide, even though the rest of the rib didn't. The slide was triggered at the steep break over at the top of the rib, and the portion that the skier was caught in was about 60' wide and 2 feet deep. However, the slide was able to propagate to skiers left, into part of an adjacent gully, where it was closer to 90 feet wide, and entrained much more snow. Much of the rest of rib didn't slide, so there were two separate debris piles.",,24.0,1800.0,,10400.0,End
400,2015-12-22,Skyline,Seeley Canyon,Natural,,Facets,,,,,"11,000'","39.495350215702, -111.305279776470",,,,,,,,,,,,,31006.95219267305,End
401,2010-02-14,Salt Lake,Park City Ridgeline,Skier,Intentionally Triggered,Surface Hoar,"12""",200',,Northeast,"9,700'","0.000000000000, 0.000000000000",,,,,,,,,,12.0,2400.0,,9700.0,Start
402,2011-03-09,Uintas,Little South Fork,Snowmobiler,Unintentionally Triggered,Surface Hoar,2.5',200',250',West,"9,200'","40.474546000000, -111.163659000000",1.0,1.0,1.0,,1.0,,"The rider sustained lower leg injuries, was shuttled out by his group, and is expected to make a complete recovery! The sled, however, needed a tow out and some repairs.",,,30.0,2400.0,3000.0,9200.0,Start
403,2012-01-23,Salt Lake,Dutch Draw,Unknown,,,,,,Northeast,"9,900'","40.652220000000, -111.593328000000",,,,,,,,,,,,,9900.0,Start
404,2020-01-03,Uintas,Uintas,Snowmobiler,,,4',300',,Southwest,"9,200'",,,,,,,,,,,48.0,3600.0,,9200.0,Start
405,2016-12-14,Salt Lake,Snake Creek Pass,Natural,,New Snow,"8""",,,Northeast,,,,,,,,,,,,8.0,,,,End
406,2021-01-24,Salt Lake,Red Pine Ridge,Skier,,,"20""",10',,Northeast,"9,000'","40.553831477573, -111.697576927250",,,,,,,,,,20.0,120.0,,9000.0,Start
407,2020-04-01,Salt Lake,Mill B South,Natural,,,,,,Southwest,"8,800'","40.609826921688, -111.692450220000",,,,,,,,,,,,,8800.0,Middle
408,2013-01-31,Salt Lake,Bear Trap,Skier,Intentionally Triggered,Facets,"18""",60',80',Northwest,"7,800'","40.639481000000, -111.616695000000",,,,,,,,,,18.0,720.0,960.0,7800.0,Start
409,2019-02-09,Uintas,Mill Hollow,Snow Bike,,,,,100',East,"8,200'","40.504858933095, -111.075347351220",1.0,1.0,1.0,,,,,,,,,1200.0,8200.0,Start
410,2016-03-19,Salt Lake,Toledo Bowl,Skier,Unintentionally Triggered,New Snow/Old Snow Interface,"4""",15',100',Southwest,"9,000'","40.596781402611, -111.642937733660",,,,,,,,,,4.0,180.0,1200.0,9000.0,Start
411,2022-02-23,Skyline,Eliza Fork,Natural,,Facets,2',800',450',Northeast,"10,300'","39.445709358292, -111.351757036800",,,,,,,,,,24.0,9600.0,5400.0,10300.0,Start
412,2013-03-22,Salt Lake,Banana Days,Skier,Unintentionally Triggered,Graupel,10',100',250',Northeast,"10,000'",,,,,,,,,,,120.0,1200.0,3000.0,10000.0,Start
413,2014-05-02,Salt Lake,Deseret Peak,Natural,,,,,,East,"10,500'","40.458115000000, -112.622523000000",,,,,,,,,,,,,10500.0,Middle
414,2022-12-09,Provo,Loafer Canyon,Skier,Unintentionally Triggered,Facets,"12""",600',,North,"7,800'","39.978283158930, -111.656692015230",1.0,1.0,1.0,,1.0,,"A skier was caught and carried and partially buried while pinned to a tree and unconscious. The two companions quickly got to the victim and quickly revived the victim. According to a second-hand account, the skier tried to grab a tree (see the photo of the glove attached to the tree) and was able to do so for a few seconds before being carried. This may have helped save them from being carried more deeply into the debris. The crown of the avalanche was 12-24"" deep and the avalanche propagated widely - over 600' and across two other drainages. This was a very large and dangerous avalanche with a fortunate outcome.

 ",,,12.0,7200.0,,7800.0,End
415,2019-11-25,Salt Lake,Hidden Canyon,Skier,,Facets,"6""",20',,Northeast,"9,900'","40.594583896954, -111.563812736420",,,,,,,,,,6.0,240.0,,9900.0,End
416,2016-04-01,Salt Lake,Stairs Gulch,Unknown,,,"4""",20',200',North,"9,500'",,,,,,,,,,,4.0,240.0,2400.0,9500.0,Middle
417,2021-02-22,Skyline,North Tent Mountain,Natural,,Facets,5',"5,000'",700',Northeast,"11,200'","39.400770867830, -111.370489584560",,,,,,,,,,60.0,60000.0,8400.0,11200.0,Start
418,2021-02-07,Skyline,Jet Fox,Natural,,Facets,4',125',175',East,"10,200'","39.242241018041, -111.467373120040",,,,,,,,,,48.0,1500.0,2100.0,10200.0,Start
419,2012-03-01,Skyline,Staker,Natural,,Facets,,"2,500'",,Northeast,"9,900'","39.535130902308, -111.280689226760",,,,,,,,,,,30000.0,,27906.256973405747,Start
420,2021-10-25,Salt Lake,Baldy,Natural,,,,125',,North,"10,800'","40.571661501665, -111.638292061380",,,,,,,,,,,1500.0,,10800.0,End
421,2023-03-04,Salt Lake,White Pine,Natural,,,"16""",125',,West,"9,000'",,,,,,,,,,,16.0,1500.0,,9000.0,Start
422,2023-04-09,Salt Lake,Salt Lake,Natural,,,,,100',Southwest,"8,800'","40.590043341549, -111.646649824670",,,,,,,,,,,,1200.0,8800.0,Middle
423,2023-01-06,Salt Lake,Circle Awl,Skier,Unintentionally Triggered,New Snow,"12""",20',,East,"8,400'","40.650662889904, -111.675209986290",1.0,1.0,,,,,,,,12.0,240.0,,8400.0,Start
424,2013-04-20,Salt Lake,MacDonalds Draw,Natural,,New Snow,"6""",40',150',Northeast,"9,800'","40.650377000000, -111.591182000000",,,,,,,,,,6.0,480.0,1800.0,9800.0,Middle
425,2021-03-14,Salt Lake,Mid Ivory,Skier,,,,,,Southeast,"9,800'","40.607616707133, -111.665788139170",,,,,,,,,,,,,9800.0,Start
426,2023-04-04,Salt Lake,Coalpit 4,Natural,,,,,"2,250'",North,"8,800'","40.559378493802, -111.750998484200",,,,,,,,,,,,27000.0,8800.0,Middle
427,2022-05-07,Salt Lake,Tanners Gulch,Natural,,,3',100',,Southwest,"9,500'","40.579362382955, -111.702911840980",,,,,,,,,,36.0,1200.0,,9500.0,Middle
428,2019-02-17,Skyline,Scofield Reservoir,Unknown,,,,,,East,"7,800'","39.761946053860, -111.168841110870",,,,,,,,,,,,,7800.0,Start
429,2011-02-19,Salt Lake,East Bowl,Skier,,,"12""",400',300',Northwest,"10,000'","40.600712000000, -111.616824000000",,,,,,,,,,12.0,4800.0,3600.0,10000.0,Start
430,2017-02-22,Salt Lake,Back Bowls,Natural,Cornice Triggered,Facets,,175',250',North,"10,300'","40.588861670356, -111.601726147350",,,,,,,,,,,2100.0,3000.0,10300.0,Start
431,2010-02-07,Uintas,Uintas,Snowmobiler,Unintentionally Triggered,Facets,3',350',400',Northeast,"10,400'","40.833814000000, -111.001396000000",,,,,,,,,,36.0,4200.0,4800.0,10400.0,Start
432,2009-12-16,Salt Lake,East Bowl,Unknown,Intentionally Triggered,Facets,,15',,North,"10,000'","40.600106000000, -111.620922000000",,,,,,,,,,,180.0,,10000.0,End
433,2010-11-21,Salt Lake,Davenport Hill,Skier,,New Snow/Old Snow Interface,"10""",80',200',North,"9,800'","40.600138000000, -111.622124000000",,,,,,,,,,10.0,960.0,2400.0,9800.0,End
434,2016-01-13,Salt Lake,Maybird Gulch,Natural,,New Snow,"10""",40',150',East,"10,000'","40.539754063318, -111.706323675530",,,,,,,,,,10.0,480.0,1800.0,10000.0,Start
435,2021-02-17,Skyline,Black Canyon,Natural,,Facets,2.5',600',350',East,"10,400'","39.428853223507, -111.345856176970",,,,,,,,,,30.0,7200.0,4200.0,10400.0,Start
436,2019-05-24,Salt Lake,Lone Pine,Skier,Unintentionally Triggered,,"6""",,,Northeast,"9,500'","40.583085685613, -111.633907990760",1.0,1.0,1.0,,,,,,,6.0,,,9500.0,Middle
437,2016-12-14,Salt Lake,Upper Days,Skier,,,,,,,,,,,,,,,,,,,,,,End
438,2020-04-08,Salt Lake,Stairs Gulch,Natural,,,,,,Northeast,,,,,,,,,,,,,,,,Middle
439,2015-01-17,Salt Lake,Lambs Canyon,Skier,Intentionally Triggered,Surface Hoar,"12""",50',300',Northeast,"8,700'","40.697238879140, -111.644353853800",,,,,,,,,,12.0,600.0,3600.0,8700.0,Start
440,2018-01-11,Uintas,Hoyt Peak,Natural,,,,500',400',Northeast,"10,000'","40.692548449127, -111.197090136150",,,,,,,,,,,6000.0,4800.0,10000.0,Start
441,2013-01-25,Skyline,Fairview Canyon,Unknown,,Wet grains,"14""",15',,North,"7,000'","39.638480000000, -111.380768000000",,,,,,,,,,14.0,180.0,,7000.0,Start
442,2014-01-10,Salt Lake,Depth Hoar Bowl,Natural,,New Snow,"6""",250',500',Northeast,"9,600'",,,,,,,,,,,6.0,3000.0,6000.0,9600.0,Start
443,2023-03-18,Salt Lake,10420,Snowboarder,,,"5""",10',,East,"10,100'","40.602321195822, -111.557731011390",,,,,,,,,,5.0,120.0,,10100.0,Start
444,2017-02-11,Salt Lake,Scotts Peak,Natural,,Facets,,,,Northeast,"10,000'","40.624797581521, -111.566645229490",,,,,,,,,,,,,10000.0,Start
445,2010-01-02,Logan,Beginner Ridge exit,Unknown,Unintentionally Triggered,Facets,,,,Northeast,"8,400'","41.888317000000, -111.640835000000",,,,,,,,,,,,,8400.0,Start
446,2022-03-27,Provo,Cascade,Natural,,Facets,"18""",200',,Northwest,"8,500'","40.308688750106, -111.589078890390",,,,,,,,,,18.0,2400.0,,8500.0,Start
447,2016-03-29,Salt Lake,Daly Canyon,Natural,,,,,,Northeast,"7,400'","40.623797885605, -111.503763322600",,,,,,,,,,,,,7400.0,Start
448,2022-03-15,Logan,Dog Leg Trees,Snowshoer,Remotely Triggered,Facets,"10""",200',,North,"8,700'",,,,,,,,,,,10.0,2400.0,,8700.0,Start
449,2010-03-11,Salt Lake,Scotties Bowl,Skier,Unintentionally Triggered,Facets,"20""",50',300',North,,"40.562167000000, -111.671519000000",1.0,1.0,,,1.0,,"3 skiers left Snowbird boundary into a backcountry area of Scottie's Bowl. One skier caught, carried and appeared to dislocate both shoulders.
UDOT will look at the slide and we will post what they find.
Here is a post on the TGR forum by the victim, which I reprint with permission after talking to him on the phone today.
skibum is most likely referring to me... skied supe with telethor, tt's cousin and whapworth this morning, what an amazing run that is. great snow, noticed some debris in the usual spots but nothing too scary. left those guys at the bottom to go ski the bird with a buddy, and had a great day there too. about 2-3pm, i decided to ski out to white pine with a couple guys, one happened to be a coach for the SB freeski team and longtime ripper so i was confident following his lead, especially after our amazing run down sketchier SE superior. we skied to the very top of scotty's, scoped a little, and he dropped first, noticing sloughing but nothing much. since it was N facing and i was thinking it had been pretty cold with inconsistent sun all day, wet slabs were the last thing in my mind, and breaking off a deep slab was also not really something i was worried about. i dropped second in our party of three. made 2-3 turns on the spine i dropped on, and then got the feeling something wasn't right. figured some slough was chasing me, tried to stay high on the shoulder, but a BIG slab had ripped out above and around me. the rest is a blur, but i got taken in the 500-1000 foot range down the slope, maybe 2-300 vert. couldn't get my avalung in, as i think my shoulders had already popped from swimming when i went for it, my head went under a few times, and i came very close to numerous large trees. ended up in the open area underneath, with a bit of snow over my legs (whice were above my head), but head and most of body up. both skis/poles were apparently gone (partner found 2 skis 1 pole), and my shoulders were both completely dislocated, but i was up and OK. later on in the clinic (I somehow managed to avoid a chopper ride and skied the final ~1500 vert out, hunched over and in some serious pain) i heard it was 3-4 feet at the crown, and 200 feet wide. no idea how deep the debris was, though it didn't seem very deep where i ended up, but with the amount of snow that came down i am sure it could have buried me (my partner was luckily around 100 feet away from my resting place). it was by far the scariest moment of my entire life, and by sheer luck, and maybe a bit of help from the swimming, i made it, but it could have very easily turned out differently had i smashed one of the large trees or ended up in a different spot in the debris. i don't know if it was stupidity in not recognizing the significant warming from morning to afternoon, or an anomaly that i happened to strike in just the right place, but regardless i am thankful to be alive and happy no one else was involved. i plan on calling the UAC tomorrow and giving them my full account of what happened (i got home from the OR, where they had to completely get me under to get my L shoulder back in, around midnight tonight), and am very interested to read the full report. i learned a sobering lesson the hard way, but am lucky to live to ski another day, though i have a feeling it is going to take awhile for me to feel comfortable beyond the boundaries again. be careful out there guys, i am surprised and grateful that after my ride on a day when people were getting after much bigger stuff then scotty's, no one else was apparently injured or worse.",,,20.0,600.0,3600.0,,Start
450,2011-01-17,Logan,Natural cycle in the Tony Grove Area,Natural,,,"18""",,,North,"8,000'","0.000000000000, 0.000000000000",,,,,,,,,,18.0,,,8000.0,Start
451,2023-02-23,Ogden,Ben Lomond,Natural,,,,,,East,"7,400'","41.374352555068, -111.939129295030",,,,,,,,,,,,,7400.0,Start
452,2020-04-28,Salt Lake,Sunset Peak,Natural,,,,,,,,"40.571588155679, -111.589078890390",,,,,,,,,,,,,,Middle
453,2018-02-19,Logan,South Wood Camp,Natural,,Facets,2',"1,500'",,East,"8,500'","41.808542637675, -111.683578478430",,,,,,,,,,24.0,18000.0,,8500.0,Start
454,2013-01-26,Logan,First Dam,Natural,,Ground Interface,"10""",150',600',Northwest,"5,600'","41.740930000000, -111.785588000000",,,,,,,,,,10.0,1800.0,7200.0,5600.0,Start
455,2019-03-30,Ogden,Ogden,Snowboarder,Unintentionally Triggered,New Snow/Old Snow Interface,"12""",300',"1,250'",East,"9,200'","41.396191737175, -111.787497984470",1.0,1.0,,,,,,,,12.0,3600.0,15000.0,9200.0,Start
456,2023-03-21,Salt Lake,Mill A,Natural,,,"8""",40',600',Southwest,"9,200'","40.662776789798, -111.681132303780",,,,,,,,,,8.0,480.0,7200.0,9200.0,Start
457,2016-04-01,Salt Lake,Cottonwood Ridgeline,Natural,,New Snow,,,"1,000'",South,"10,500'",,,,,,,,,,,,,12000.0,10500.0,Middle
458,2013-12-25,Uintas,Moffit Basin,Snowmobiler,Unintentionally Triggered,Depth Hoar,3',400',400',Northeast,"9,900'","40.810910000000, -110.961690000000",,,,,,,,,,36.0,4800.0,4800.0,9900.0,End
459,2018-02-26,Salt Lake,Santiago Ridge,Natural,Cornice Triggered,Facets,5',,,Northeast,"9,900'","40.609765135016, -111.687518523000",,,,,,,,,,60.0,,,9900.0,Start
460,2018-03-09,Skyline,Lake Canyon,Snowmobiler,,Facets,3.5',350',200',Northeast,"9,900'","39.580784761943, -111.296482073400",,,,,,,,,,42.0,4200.0,2400.0,9900.0,Start
461,2016-01-21,Logan,Rodeo Grounds,Snow Bike,Unintentionally Triggered,Depth Hoar,4.5',70',,East,"9,400'","41.712032997721, -111.715443179000",,,,,,,,,,54.0,840.0,,9400.0,Start
462,2017-04-28,Salt Lake,Murdock Peak,Snowboarder,Unintentionally Triggered,Density Change,"12""",60',,East,"9,400'",,,,,,,,,,,12.0,720.0,,9400.0,Middle
463,2017-02-20,Salt Lake,PC Iron Mountain,Skier,Intentionally Triggered,New Snow/Old Snow Interface,"4""",10',400',East,"8,400'","40.662703798171, -111.540219771010",,,,,,,,,,4.0,120.0,4800.0,8400.0,Start
464,2017-02-05,Logan,Logan River,Natural,,Wet grains,"12""",50',700',West,"6,500'","41.820463817932, -111.599088649560",,,,,,,,,,12.0,600.0,8400.0,6500.0,Start
465,2013-12-09,Salt Lake,Upper Days,Skier,Unintentionally Triggered,Facets,"2""",50',300',Northeast,"10,000'","40.599093000000, -111.628561000000",,,,,,,,,,2.0,600.0,3600.0,10000.0,End
466,2021-01-30,Southwest,LeBaron Lake,Snowmobiler,,,"12""",25',,North,"10,000'",,,,,,,,,,,12.0,300.0,,10000.0,Start
467,2021-02-16,Salt Lake,Little Superior,Explosive,Intentionally Triggered,Facets,,,,South,,"40.588797809846, -111.659030901510",,,,,,,,,,,,,,Start
468,2011-02-20,,,Skier,,,2.5',150',700',Northeast,"7,300'","0.000000000000, 0.000000000000",,,,,,,,,,30.0,1800.0,8400.0,7300.0,Start
469,2014-03-01,Salt Lake,Cardiff Fork,Natural,,Depth Hoar,3.5',200',500',West,"9,900'","40.602731000000, -111.648772000000",,,,,,,,,,42.0,2400.0,6000.0,9900.0,Start
470,2020-01-14,Salt Lake,Scotts Peak,Natural,,Density Change,"12""",200',,Northeast,"9,900'","40.626099351901, -111.567362994610",,,,,,,,,,12.0,2400.0,,9900.0,Start
471,2021-12-31,Salt Lake,Porter Fork,,,,2',100',,Northeast,"9,500'","40.668391767824, -111.712074508930",,,,,,,,,,24.0,1200.0,,9500.0,End
472,2012-02-22,Logan,"Double Top Ridge, North",Snowmobiler,Unintentionally Triggered,Surface Hoar,3',200',500',Northeast,"9,000'","41.979484000000, -111.641436000000",1.0,1.0,,,,,,,,36.0,2400.0,6000.0,9000.0,Start
473,2016-01-21,Salt Lake,Gobblers Knob,Skier,Unintentionally Triggered,Facets,"18""",600',"1,250'",South,"10,000'","40.666951474815, -111.685399884810",2.0,2.0,1.0,1.0,1.0,1.0,"Two skiers, a 50 year old male (Tyson Bradley) working as lead guide and a 49 year old client (Douglas Green), were backcountry skiing in the Mill A drainage of Big Cottonwood Canyon. They were part of a group of 8 containing 3 guides and 5 clients who ascended Gobbler's ridge via Baker pass. They observed a size 2.5 (destructive scale) natural avalanche from the previous day on an east facing slope on Mt. Raymond but no cracking, collapsing or other signs of instability on the day of the accident.

Bradley and one client descended a south facing avalanche path west of and adjacent to the path of the fatal avalanche. After this run the client left the area because he had a meeting in town at 12:30 p.m. They skied the slope without incident while the rest of the group skied a north westerly facing, treed slope known as the “Benign Line.”

After the first run Bradley re-ascended the ridge and approached the top of the run called Whitesnake. He was joined by three others, one of whom was Douglas Green, and an apprentice guide. The third guide and one other client skied the “Benign Line” again.

Bradley dropped into the Whitesnake path, made a few ski cuts, and stopped 300' downhill at an island of safety on skier’s right about a foot above and to the side of where the avalanche released (see photo). He directed Green to ski to him. The apprentice guide and the other two clients remained at the top of the run. After regrouping, Bradley began skiing again and directed Green to remain where they had stopped. While skiing the next section, the guide felt the slope collapse (which is the weak layer failing just before the avalanche releases). At the same time he noticed Green had started skiing as well. The apprentice guide and the other two clients remained at the top of the run.

Bradley was caught in the avalanche but continued moving right. He impacted a tree and was pushed upward by the avalanche but not carried downhill. He was partially buried and sustained minor injuries. Green was carried downhill and fully buried. He inflated his avalanche air-bag backpack at some point during the avalanche.

After extricating himself from avalanche debris, Bradley skied down the scoured avalanche path and around an exposed rock band where he triggered a small avalanche. He started a beacon search at the edge of the avalanche debris. After covering several hundred yards of debris, he acquired the Green’s signal. His beacon indicated a distance of 77 meters. At the burial location the smallest distance displayed by his beacon was 0.9 meters. He pinpointed Green’s exact location with an avalanche probe.

Green was fully buried on his side with his head approximately 3 feet deep and his body approximately 4-5 feet. His avalanche airbag was inflated. Maximum debris depth was 15 feet. Bradley dug him out of the debris and began CPR. He could not find a pulse. The apprentice guide and two other skiers arrived about a minute after Bradley began digging. They assisted in the exhausting work of digging Green out of the debris. The avalanche was reported at 14:30 to Alta Central Dispatch by the third guide. A medical helicopter landed and evacuated both the Bradley and Green to a hospital in Salt Lake City where Green was pronounced deceased.

The enormous debris pile snapped aspen trees and covered the terrain trap gully below the avalanche path for hundreds of yards. There was no stauchwall or lower boundary of the avalanche because the slab covering the entire slope released, creating an enormous amount of avalanche debris. The avalanche - estimated at 1-2' deep and 600' wide, pulled down every bit of snow between the starting zone near the ridge at 10,000' and well into the gulley at 9000'. The alpha angle, the angle from the toe of the debris to the crown, was 22 degrees.

The Utah Avalanche Center rated the avalanche danger in this terrain as Considerable and had issued an Avalanche Warning on January 21, 2016. See danger rose and bottom line below from that day’s advisory.



“There [are] many weak layers and issues that will cause avalanches today. All the red flags are present. Widespread recent avalanche activity both natural and human triggered, recent snow and strong winds, widespread faceted layers in the snowpack, and today will have strong sunshine and temperatures possibly going above freezing. All these factors combine to make very dangerous avalanche conditions and a HIGH avalanche danger.”

The full advisory from that day can be found at:

https://utahavalanchecenter.org/advisory/salt-lake/01/21/2016

 ","The Whitesnake avalanche path just below the west summit of Gobbler's Knob at 10,246' has a steep starting zone that funnels into a narrow, rocky gully. The starting zone aspects ran from 107 degrees ESE to 215 degrees SSW. The upper starting zone was cross-loaded from strong west to northwest winds in the late evening of January 19 into January 20. Slope angles across the crown were not measured as conditions remained too hazardous to access the fracture line, though the starting zone is estimated at 35-37 degrees. Two adjacent slopes avalanched naturally several days later on January 24 and January 27.","The weather has been complex this winter. November’s snow was followed by a long, dry spell with only small, intermittent snow storms through early December. Periodic cold temperatures and clear skies faceted the shallow snowpack on shady slopes during this time. A series of storms between December 12th and 25th added several feet of snow to the snow pack and led to a major avalanche cycle.

Weather events became even more complex in January. The New Year was ushered in with a strong southeasterly wind event that scoured and loaded unusual aspects, producing another avalanche cycle. This was followed by small, almost daily storms between January 3rd and 8th. A dry spell between January 9th and 13th, with warm sunny days and clear cold nights, developed near surface facets on shady slopes and created ice crusts on top of faceted snow on solar aspects.

Between January 14th and 20th, snow fell six out of seven days, culminating on January 20th with strong southwest to northwesterly winds, dense heavy snow and an active avalanche cycle. Snow totals from Big Cottonwood and the Park City side ranged from 7” to 11"" on the 20th, with storm water equivalents of .65"" to 1.04"". The Mill D North SNOTEL site had similar SWE numbers.

January 21st had sunny skies and temperatures ranging from near 10 degrees F into the low 20s.",18.0,7200.0,15000.0,10000.0,Start
474,2010-02-22,Salt Lake,Main Days,Skier,Unintentionally Triggered,Surface Hoar,"18""",40',,Northeast,"9,800'","0.000000000000, 0.000000000000",,,,,,,,,,18.0,480.0,,9800.0,Start
475,2020-03-07,Provo,Squash Head Ice Climb,Natural,,,,,,North,,"39.912015286404, -111.745868088890",,,,,,,,,,,,,,Start
476,2012-02-23,Salt Lake,Dutch Draw,Snowboarder,Unintentionally Triggered,Facets,"16""",50',600',East,"9,800'","40.653034000000, -111.592255000000",1.0,1.0,,1.0,,1.0,"Timothy Robert Baker, 24, died in an avalanche he triggered under the cliffs in Dutch Draw n February 23, 2012.
This is information is from talking with the Canyons ski patrollers who responded to the accident and a visit to the site by UAC forecasters Evelyn Lees and Brett Kobernik. More details may be added later if it is possible to interview the survivor.

The accident occurred in Dutch Draw, a backcountry area south of the Canyons Resort.

Timothy and his partner were on snowboards. They left through the well marked boundary gate at the top of 9990 Lift and traversed south It is believed both the victim and his partner descended about 150 or 200’ below the ridgeline and stopped near the cliffs. Then Timothy descended the next section first, triggered a slab avalanche. He was caught, carried and buried. Neither he nor his partner were wearing a beacon or had rescue gear.

Rescue: Timothy’s partner immediately headed down to the debris and started searching. As other backcountry travelers in adjacent area came into view, he called out for help, and a total of 8 people arrived. One was sent for help. The other 7 people searched the debris. None of the parties were equipped with beacons or rescue gear. Some skiers popped the baskets off their poles and probed. One struck the victim’s snowboard and they started digging just as 2 Canyons ski patrollers arrived on the scene. Timothy was dug out, and a ski patroller and Timothy’s partner started CPR. They transported the victim to a nearby flat area where a medical helicopter could land and transport the victim to the hospital. The victim was buried about 40 minutes. It is unknown if he died from trauma or asphyxiation.

The victim was carried about 600 vertical feet, strained through small trees, and buried near the toe of the slide. He buried head first downhill, face down, with his head approximately 3 feet below the snow surface in debris that was about 6 to 8 feet deep. The snowboard was broken in half, but held together by some of the material. 

 

email from Jay Torgersen, Flight Paramedic, AirMed

I was on the AirMed team that responded to the Canyons and worked with their Patrol on the side-country accident/fatality yesterday. Our team was made up of Casey Thompson-RN, Troy Stanton-Pilot and myself. Just wanted to pass on to your investigation team what a fantastic job the Canyon’s Patrol did coordinating the initial rescue effort. It was a difficult and potentially dangerous situation that they handled extremely well. It was evident that safety was their number one priority, not just for their own personnel but for those of us called in to assist. They also had to consider the safety of bystanders and the victim’s party who were attempting a partner rescue. There were several variables to consider in the cost versus benefit analysis faced by those running the incident. Having experienced and organized incident commanders with well thought out strategic plans and back-ups allowed the operation to unfold without further incident or harm to all involved. Without addressing the victims own personal preparedness, I don’t think there was anything that could have been done that would have changed the ultimate outcome. The Canyon’s Patrol and the Summit County SO team should be commended for outstanding work performed in a stressful, challenging and extremely difficult environment. Take care and be safe! Cheers,",,,16.0,600.0,7200.0,9800.0,Start
477,2017-12-23,Salt Lake,Grizzly Gulch,Skier,Remotely Triggered,,,200',,,"9,000'","40.593629080532, -111.625213610260",,,,,,,,,,,2400.0,,9000.0,End
478,2010-12-22,Salt Lake,West Monitor,Natural,,Density Change,"8""",200',500',Northeast,"9,900'","40.639032000000, -111.576848000000",,,,,,,,,,8.0,2400.0,6000.0,9900.0,End
479,2022-03-27,Logan,Zanavoo Gully,Natural,,Facets,,,"1,000'",North,"7,400'",,,,,,,,,,,,,12000.0,7400.0,Start
480,2016-03-18,Ogden,Bountiful mountains,Skier,,,"14""",80',350',,,,,,,,,,,,,14.0,960.0,4200.0,,Start
481,2010-04-07,Uintas,1000 Peaks,Natural,,Depth Hoar,3.5',,,,"10,000'","40.824689000000, -111.088171000000",,,,,,,,,,42.0,,,10000.0,Middle
