CASENO,OFFENSE,EVENTDT,EVENTTM,CVLEGEND,CVDOW,Block_Location,BLKADDR,Lat,Lon
19036528,DOMESTIC VIOLENCE,07/05/2019 12:00:00 AM,16:40,FAMILY OFFENSE,5,"2000 WARD ST
Berkeley, CA
(37.859216, -122.26855)",2000 WARD ST,37.859216,-122.26855
19091554,BURGLARY AUTO,08/02/2019 12:00:00 AM,11:45,BURGLARY - VEHICLE,5,"2400 DURANT AV
Berkeley, CA
(37.867513, -122.26127)",2400 DURANT AV,37.867513,-122.26127
19037499,BURGLARY RESIDENTIAL,07/10/2019 12:00:00 AM,17:24,BURGLARY - RESIDENTIAL,3,"2400 ASHBY AV
Berkeley, CA
(37.856111, -122.260248)",2400 ASHBY AV,37.856111,-122.260248
19043874,BURGLARY COMMERCIAL,08/08/2019 12:00:00 AM,18:00,BURGLARY - COMMERCIAL,4,"2900 COLLEGE AV
Berkeley, CA
(37.858356, -122.253179)",2900 COLLEGE AV,37.858356,-122.253179
19091513,THEFT MISD. (UNDER $950),07/28/2019 12:00:00 AM,21:45,LARCENY,0,"2100 SHATTUCK AV
Berkeley, CA
(37.871167, -122.268285)",2100 SHATTUCK AV,37.871167,-122.268285
19038170,THEFT MISD. (UNDER $950),07/13/2019 12:00:00 AM,17:15,LARCENY,6,"2300 EIGHTH ST
Berkeley, CA
(37.863945, -122.294086)",2300 EIGHTH ST,37.863945,-122.294086
19041785,THEFT FELONY (OVER $950),07/30/2019 12:00:00 AM,15:45,LARCENY,2,"BOWDITCH STREET & HASTE ST
Berkeley, CA
(37.866311, -122.256361)",BOWDITCH STREET & HASTE ST,37.866311,-122.256361
19044179,GUN/WEAPON,08/10/2019 12:00:00 AM,19:07,WEAPONS OFFENSE,6,"MARTIN LUTHER KING JR WY & ASHBY AV
Berkeley, CA
(37.854265, -122.271133)",MARTIN LUTHER KING JR WY & ASHBY AV,37.85426500000001,-122.271133
19041387,THEFT FROM AUTO,07/27/2019 12:00:00 AM,20:30,LARCENY - FROM VEHICLE,6,"2600 MABEL ST
Berkeley, CA
(37.859881, -122.285128)",2600 MABEL ST,37.859881,-122.285128
19043858,VEHICLE STOLEN,08/08/2019 12:00:00 AM,16:00,MOTOR VEHICLE THEFT,4,"2900 ELLIS ST
Berkeley, CA
(37.85583, -122.27339)",2900 ELLIS ST,37.85583,-122.27339
19045539,THEFT FELONY (OVER $950),08/16/2019 12:00:00 AM,21:29,LARCENY,5,"2300 COLLEGE AV
Berkeley, CA
(37.868957, -122.254552)",2300 COLLEGE AV,37.868957,-122.254552
19091728,BURGLARY AUTO,08/22/2019 12:00:00 AM,22:15,BURGLARY - VEHICLE,4,"1100 6TH ST
Berkeley, CA
(37.882217, -122.302226)",1100 6TH ST,37.882217,-122.302226
19045128,BURGLARY AUTO,08/15/2019 12:00:00 AM,01:30,BURGLARY - VEHICLE,4,"2600 CHANNING WY
Berkeley, CA
(37.867301, -122.255777)",2600 CHANNING WY,37.867301,-122.255777
19035998,THEFT MISD. (UNDER $950),07/02/2019 12:00:00 AM,13:25,LARCENY,2,"2400 DWIGHT WY
Berkeley, CA
(37.864826, -122.260719)",2400 DWIGHT WY,37.864826,-122.260719
19091840,BURGLARY AUTO,08/20/2019 12:00:00 AM,00:15,BURGLARY - VEHICLE,2,"725 EUCLID AVE
Berkeley, CA
(37.897734, -122.266944)",725 EUCLID AVE,37.897734,-122.266944
19091621,BURGLARY AUTO,08/10/2019 12:00:00 AM,22:05,BURGLARY - VEHICLE,6,"2300 FULTON ST
Berkeley, CA
(37.867822, -122.266003)",2300 FULTON ST,37.867822,-122.266003
19037974,IDENTITY THEFT,07/12/2019 12:00:00 AM,20:00,FRAUD,5,"1800 BERKELEY WY
Berkeley, CA
(37.872166, -122.275372)",1800 BERKELEY WY,37.872166,-122.275372
19037536,BURGLARY AUTO,07/10/2019 12:00:00 AM,20:40,BURGLARY - VEHICLE,3,"1300 SAN PABLO AV
Berkeley, CA
(37.880228, -122.295798)",1300 SAN PABLO AV,37.880228,-122.295798
19044336,BURGLARY AUTO,08/10/2019 12:00:00 AM,08:00,BURGLARY - VEHICLE,6,"1100 HARRISON ST
Berkeley, CA
(37.882279, -122.296321)",1100 HARRISON ST,37.882279,-122.296321
19091771,THEFT FELONY (OVER $950),08/21/2019 12:00:00 AM,10:45,LARCENY,3,"2200 SIXTH ST
Berkeley, CA
(37.865126, -122.296746)",2200 SIXTH ST,37.865126,-122.296746
19044687,THEFT FELONY (OVER $950),08/12/2019 12:00:00 AM,17:00,LARCENY,1,"1900 MARIN AVE
Berkeley, CA
(37.888897, -122.276185)",1900 MARIN AVE,37.888897,-122.276185
19091778,BURGLARY AUTO,08/27/2019 12:00:00 AM,19:10,BURGLARY - VEHICLE,2,"2300 SHATTUCK AVE
Berkeley, CA
(37.867176, -122.267802)",2300 SHATTUCK AVE,37.867176,-122.267802
19091498,BURGLARY AUTO,07/27/2019 12:00:00 AM,14:20,BURGLARY - VEHICLE,6,"1300 5TH ST
Berkeley, CA
(37.879097, -122.302468)",1300 5TH ST,37.879097,-122.302468
19047889,VEHICLE RECOVERED,08/27/2019 12:00:00 AM,13:01,RECOVERED VEHICLE,2,"1100 EIGHTH ST
Berkeley, CA
(37.882258, -122.299991)",1100 EIGHTH ST,37.882258,-122.299991
19040728,THEFT MISD. (UNDER $950),07/20/2019 12:00:00 AM,12:00,LARCENY,6,"900 VIRGINIA ST
Berkeley, CA
(37.872545, -122.298043)",900 VIRGINIA ST,37.872545,-122.298043
19048817,BURGLARY AUTO,08/29/2019 12:00:00 AM,00:00,BURGLARY - VEHICLE,4,"800 GRIZZLY PEAK BLVD
Berkeley, CA
(37.898168, -122.262253)",800 GRIZZLY PEAK BLVD,37.898168,-122.262253
19038575,VEHICLE STOLEN,07/15/2019 12:00:00 AM,20:30,MOTOR VEHICLE THEFT,1,"1500 POSEN AV
Berkeley, CA
(37.883608, -122.285672)",1500 POSEN AV,37.883608,-122.285672
19044559,VANDALISM,08/12/2019 12:00:00 AM,19:10,VANDALISM,1,"2600 BENVENUE AVE
Berkeley, CA
(37.863522, -122.254992)",2600 BENVENUE AVE,37.863522,-122.254992
19040991,BURGLARY AUTO,07/27/2019 12:00:00 AM,11:40,BURGLARY - VEHICLE,6,"2400 SAN PABLO AV
Berkeley, CA
(37.862512, -122.290094)",2400 SAN PABLO AV,37.862512,-122.290094
19091452,BURGLARY AUTO,07/14/2019 12:00:00 AM,10:00,BURGLARY - VEHICLE,0,"1200 RUSSELL ST
Berkeley, CA
(37.853864, -122.285643)",1200 RUSSELL ST,37.853864,-122.285643
19044405,ALCOHOL OFFENSE,08/11/2019 12:00:00 AM,22:53,LIQUOR LAW VIOLATION,0,"CALIFORNIA STREET & ALCATRAZ AV
Berkeley, CA
(37.848152, -122.275807)",CALIFORNIA STREET & ALCATRAZ AV,37.848152,-122.275807
19036033,THEFT MISD. (UNDER $950),07/02/2019 12:00:00 AM,19:11,LARCENY,2,"2100 SHATTUCK AV
Berkeley, CA
(37.871167, -122.268285)",2100 SHATTUCK AV,37.871167,-122.268285
19038397,THEFT MISD. (UNDER $950),07/14/2019 12:00:00 AM,07:00,LARCENY,0,"COLUSA AV & MONTEREY AV
Berkeley, CA
(37.887217, -122.278406)",COLUSA AV & MONTEREY AV,37.887217,-122.278406
19041519,BURGLARY AUTO,07/29/2019 12:00:00 AM,20:35,BURGLARY - VEHICLE,1,"200 UNIVERSITY AV
Berkeley, CA
(37.865511, -122.309967)",200 UNIVERSITY AV,37.865511,-122.309967
19043610,BURGLARY COMMERCIAL,08/08/2019 12:00:00 AM,03:02,BURGLARY - COMMERCIAL,4,"2500 SAN PABLO AV
Berkeley, CA
(37.861078, -122.289632)",2500 SAN PABLO AV,37.861078000000006,-122.289632
19037337,ALCOHOL OFFENSE,07/09/2019 12:00:00 AM,23:21,LIQUOR LAW VIOLATION,2,"DWIGHT WY & MARTIN LUTHER KING JR WY
Berkeley, CA
(37.863353, -122.272097)",DWIGHT WY & MARTIN LUTHER KING JR WY,37.863353,-122.272097
19043683,THEFT MISD. (UNDER $950),08/06/2019 12:00:00 AM,08:00,LARCENY,2,"1900 HOPKINS ST
Berkeley, CA
(37.885541, -122.274771)",1900 HOPKINS ST,37.885541,-122.274771
19040173,VEHICLE STOLEN,07/22/2019 12:00:00 AM,08:00,MOTOR VEHICLE THEFT,1,"1300 BONITA AVE
Berkeley, CA
(37.883407, -122.273154)",1300 BONITA AVE,37.883407,-122.273154
19042833,BURGLARY AUTO,08/04/2019 12:00:00 AM,19:30,BURGLARY - VEHICLE,0,"1300 SIXTH ST
Berkeley, CA
(37.879335, -122.301332)",1300 SIXTH ST,37.879335,-122.301332
19091589,IDENTITY THEFT,07/10/2019 12:00:00 AM,00:00,FRAUD,3,"2000 SHATTUCK AV
Berkeley, CA
(37.871901, -122.268389)",2000 SHATTUCK AV,37.871901,-122.26838899999998
19038048,VEHICLE STOLEN,07/12/2019 12:00:00 AM,20:00,MOTOR VEHICLE THEFT,5,"1200 FRANCISCO ST
Berkeley, CA
(37.87304, -122.289659)",1200 FRANCISCO ST,37.87304,-122.289659
19046847,VANDALISM,08/22/2019 12:00:00 AM,20:35,VANDALISM,4,"MARTIN LUTHER KING JR &ADELINE ST
Berkeley, CA",MARTIN LUTHER KING JR &ADELINE ST,,
19091701,THEFT MISD. (UNDER $950),08/19/2019 12:00:00 AM,08:00,LARCENY,1,"2200 FULTON ST
Berkeley, CA
(37.868706, -122.266279)",2200 FULTON ST,37.868706,-122.266279
19045115,DISTURBANCE,08/14/2019 12:00:00 AM,23:41,DISORDERLY CONDUCT,3,"SAN PABLO AV & GILMAN ST
Berkeley, CA
(37.880468, -122.295876)",SAN PABLO AV & GILMAN ST,37.880468,-122.295876
19091738,BURGLARY AUTO,08/24/2019 12:00:00 AM,00:00,BURGLARY - VEHICLE,6,"2400 PROSPECT ST
Berkeley, CA
(37.867717, -122.249901)",2400 PROSPECT ST,37.867717,-122.249901
19038217,VEHICLE STOLEN,07/11/2019 12:00:00 AM,15:00,MOTOR VEHICLE THEFT,4,"2700 GRANT ST
Berkeley, CA
(37.85931, -122.273495)",2700 GRANT ST,37.85931,-122.273495
19044569,VEHICLE STOLEN,08/12/2019 12:00:00 AM,16:30,MOTOR VEHICLE THEFT,1,"1900 SHATTUCK AV
Berkeley, CA
(37.873687, -122.268616)",1900 SHATTUCK AV,37.873687,-122.268616
19038569,FRAUD/FORGERY,07/06/2019 12:00:00 AM,00:00,FRAUD,6,"2300 CALIFORNIA ST
Berkeley, CA
(37.865963, -122.279288)",2300 CALIFORNIA ST,37.865963,-122.279288
19045459,DOMESTIC VIOLENCE,08/16/2019 12:00:00 AM,14:40,FAMILY OFFENSE,5,"FRONTAGE &UNIVERSITY AVE
Berkeley, CA",FRONTAGE &UNIVERSITY AVE,,
19091588,THEFT MISD. (UNDER $950),07/03/2019 12:00:00 AM,13:00,LARCENY,3,"2800 MARTIN LUTHER KING JR WY
Berkeley, CA
(37.857809, -122.271478)",2800 MARTIN LUTHER KING JR WY,37.857809,-122.271478
19038459,DOMESTIC VIOLENCE,07/15/2019 12:00:00 AM,10:30,FAMILY OFFENSE,1,"10TH STREET & UNIVERSITY AV
Berkeley, CA
(37.868819, -122.29329)",10TH STREET & UNIVERSITY AV,37.868819,-122.29328999999998
19038321,BURGLARY COMMERCIAL,07/13/2019 12:00:00 AM,22:00,BURGLARY - COMMERCIAL,6,"1100 SAN PABLO AV
Berkeley, CA
(37.883935, -122.296926)",1100 SAN PABLO AV,37.883935,-122.296926
19091716,BURGLARY AUTO,08/21/2019 12:00:00 AM,13:21,BURGLARY - VEHICLE,3,"100 SEAWALL DR
Berkeley, CA
(37.863611, -122.317566)",100 SEAWALL DR,37.863611,-122.317566
19091312,THEFT MISD. (UNDER $950),07/02/2019 12:00:00 AM,01:30,LARCENY,2,"1200 MILVIA ST
Berkeley, CA
(37.885691, -122.27282)",1200 MILVIA ST,37.885691,-122.27282
19091677,BURGLARY AUTO,08/17/2019 12:00:00 AM,00:00,BURGLARY - VEHICLE,6,"2000 BERKELEY WY
Berkeley, CA
(37.872691, -122.270741)",2000 BERKELEY WY,37.872691,-122.270741
19091497,THEFT MISD. (UNDER $950),07/27/2019 12:00:00 AM,20:10,LARCENY,6,"2000 ALLSTON WY
Berkeley, CA
(37.869105, -122.270064)",2000 ALLSTON WY,37.869105,-122.270064
19091453,BURGLARY AUTO,07/22/2019 12:00:00 AM,15:00,BURGLARY - VEHICLE,1,"1300 SAN PABLO AV
Berkeley, CA
(37.880228, -122.295798)",1300 SAN PABLO AV,37.880228,-122.295798
19040412,THEFT MISD. (UNDER $950),07/24/2019 12:00:00 AM,16:30,LARCENY,3,"2900 SAN PABLO AV
Berkeley, CA
(37.853576, -122.287202)",2900 SAN PABLO AV,37.853576,-122.287202
19036880,THEFT MISD. (UNDER $950),07/07/2019 12:00:00 AM,13:59,LARCENY,0,"1700 FOURTH ST
Berkeley, CA
(37.871883, -122.301255)",1700 FOURTH ST,37.871883,-122.301255
19041393,FRAUD/FORGERY,07/27/2019 12:00:00 AM,14:00,FRAUD,6,"1600 MARTIN LUTHER KING JR WY
Berkeley, CA
(37.877696, -122.273684)",1600 MARTIN LUTHER KING JR WY,37.877696,-122.273684
19091410,BURGLARY AUTO,07/16/2019 12:00:00 AM,15:15,BURGLARY - VEHICLE,2,"2000 ALLSTON WY
Berkeley, CA
(37.869105, -122.270064)",2000 ALLSTON WY,37.869105,-122.270064
19047368,THEFT MISD. (UNDER $950),08/20/2019 12:00:00 AM,19:00,LARCENY,2,"1900 SHATTUCK AV
Berkeley, CA
(37.873687, -122.268616)",1900 SHATTUCK AV,37.873687,-122.268616
19036315,ALCOHOL OFFENSE,07/04/2019 12:00:00 AM,12:24,LIQUOR LAW VIOLATION,4,"SACRAMENTO STREET & OREGON ST
Berkeley, CA
(37.856023, -122.279683)",SACRAMENTO STREET & OREGON ST,37.856023,-122.279683
19042586,ASSAULT/BATTERY MISD.,08/02/2019 12:00:00 AM,20:30,ASSAULT,5,"WARRING STREET & DWIGHT WY
Berkeley, CA
(37.865945, -122.250471)",WARRING STREET & DWIGHT WY,37.865945,-122.250471
19043195,THEFT MISD. (UNDER $950),08/06/2019 12:00:00 AM,12:30,LARCENY,2,"1700 FOURTH ST
Berkeley, CA
(37.871883, -122.301255)",1700 FOURTH ST,37.871883,-122.301255
19038884,THEFT MISD. (UNDER $950),07/17/2019 12:00:00 AM,10:16,LARCENY,3,"2300 TELEGRAPH AV
Berkeley, CA
(37.868714, -122.259189)",2300 TELEGRAPH AV,37.868714,-122.259189
19091638,BURGLARY AUTO,07/30/2019 12:00:00 AM,10:00,BURGLARY - VEHICLE,2,"2100 DURANT AV
Berkeley, CA
(37.866739, -122.267299)",2100 DURANT AV,37.866739,-122.267299
19048200,THEFT MISD. (UNDER $950),08/28/2019 12:00:00 AM,14:40,LARCENY,3,"2900 DERBY ST
Berkeley, CA
(37.862393, -122.248851)",2900 DERBY ST,37.862393,-122.248851
19091314,BURGLARY RESIDENTIAL,07/03/2019 12:00:00 AM,20:30,BURGLARY - RESIDENTIAL,3,"2400 WARRING ST
Berkeley, CA
(37.867708, -122.250801)",2400 WARRING ST,37.867708,-122.250801
19043506,DOMESTIC VIOLENCE,08/07/2019 12:00:00 AM,18:30,FAMILY OFFENSE,3,"1800 ALCATRAZ ST
Berkeley, CA
(37.848774, -122.271171)",1800 ALCATRAZ ST,37.848774,-122.271171
19038483,DISTURBANCE,07/13/2019 12:00:00 AM,22:04,DISORDERLY CONDUCT,6,"2500 TELEGRAPH AV
Berkeley, CA
(37.864827, -122.258577)",2500 TELEGRAPH AV,37.86482700000001,-122.258577
19047684,IDENTITY THEFT,08/21/2019 12:00:00 AM,00:00,FRAUD,3,"592 SANTA BARBARA
Berkeley, CA
(37.899744, -122.273832)",592 SANTA BARBARA,37.899744,-122.273832
19091509,IDENTITY THEFT,07/04/2019 12:00:00 AM,00:00,FRAUD,4,"1200 UNIVERSITY AV
Berkeley, CA
(37.869385, -122.28953)",1200 UNIVERSITY AV,37.869385,-122.28953
19091608,BURGLARY AUTO,08/07/2019 12:00:00 AM,09:30,BURGLARY - VEHICLE,3,"1800 ASHBY AV
Berkeley, CA
(37.854113, -122.27249)",1800 ASHBY AV,37.854113,-122.27249
19091396,BURGLARY AUTO,07/15/2019 12:00:00 AM,12:00,BURGLARY - VEHICLE,1,"3000 TELEGRAPH AV
Berkeley, CA
(37.855435, -122.259841)",3000 TELEGRAPH AV,37.855435,-122.259841
19048793,BURGLARY AUTO,08/30/2019 12:00:00 AM,23:00,BURGLARY - VEHICLE,5,"1700 PORTLAND AVE
Berkeley, CA
(37.894629, -122.284061)",1700 PORTLAND AVE,37.894629,-122.284061
19036676,THEFT MISD. (UNDER $950),07/06/2019 12:00:00 AM,09:57,LARCENY,6,"1800 UNIVERSITY AV
Berkeley, CA
(37.871246, -122.274991)",1800 UNIVERSITY AV,37.871246,-122.274991
19040052,ROBBERY,07/22/2019 12:00:00 AM,23:29,ROBBERY,1,"EUCLID AV & VIRGINIA ST
Berkeley, CA
(37.877793, -122.260709)",EUCLID AV & VIRGINIA ST,37.877793,-122.260709
19042293,VEHICLE STOLEN,08/01/2019 12:00:00 AM,17:30,MOTOR VEHICLE THEFT,4,"900 INDIAN ROCK AV
Berkeley, CA
(37.893448, -122.272137)",900 INDIAN ROCK AV,37.893448,-122.272137
19036201,BURGLARY AUTO,07/03/2019 12:00:00 AM,18:25,BURGLARY - VEHICLE,3,"1200 5TH ST
Berkeley, CA
(37.880756, -122.303056)",1200 5TH ST,37.880756,-122.303056
19043703,BURGLARY AUTO,08/08/2019 12:00:00 AM,10:00,BURGLARY - VEHICLE,4,"200 SPINNAKER WY
Berkeley, CA
(37.870432, -122.315346)",200 SPINNAKER WY,37.870432,-122.315346
19045589,VEHICLE STOLEN,08/16/2019 12:00:00 AM,23:00,MOTOR VEHICLE THEFT,5,"3200 ADELINE ST
Berkeley, CA
(37.850385, -122.270897)",3200 ADELINE ST,37.850385,-122.270897
19044139,DISTURBANCE,08/10/2019 12:00:00 AM,13:30,DISORDERLY CONDUCT,6,"1000 ADDISON ST
Berkeley, CA
(37.867383, -122.293938)",1000 ADDISON ST,37.867383,-122.29393799999998
19039535,ASSAULT/BATTERY FEL.,07/20/2019 12:00:00 AM,06:30,ASSAULT,6,"700 HARRISON ST
Berkeley, CA
(37.88055, -122.304962)",700 HARRISON ST,37.88055,-122.30496200000002
19044861,BURGLARY AUTO,08/11/2019 12:00:00 AM,21:00,BURGLARY - VEHICLE,0,"ARCH STREET & EUNICE ST
Berkeley, CA
(37.886242, -122.265416)",ARCH STREET & EUNICE ST,37.886242,-122.265416
19091354,BURGLARY AUTO,07/09/2019 12:00:00 AM,17:15,BURGLARY - VEHICLE,2,"900 UNIVERSITY AV
Berkeley, CA
(37.868263, -122.296013)",900 UNIVERSITY AV,37.868263,-122.296013
19091741,THEFT MISD. (UNDER $950),08/17/2019 12:00:00 AM,16:30,LARCENY,6,"2800 GRANT ST
Berkeley, CA
(37.857647, -122.273145)",2800 GRANT ST,37.857647,-122.273145
19047871,THEFT MISD. (UNDER $950),08/27/2019 12:00:00 AM,11:55,LARCENY,2,"2300 TELEGRAPH AV
Berkeley, CA
(37.868714, -122.259189)",2300 TELEGRAPH AV,37.868714,-122.259189
19045699,BURGLARY RESIDENTIAL,08/16/2019 12:00:00 AM,22:00,BURGLARY - RESIDENTIAL,5,"3200 CALIFORNIA ST
Berkeley, CA
(37.849732, -122.276144)",3200 CALIFORNIA ST,37.849732,-122.276144
19040500,DISTURBANCE,07/25/2019 12:00:00 AM,01:22,DISORDERLY CONDUCT,4,"1700 UNIVERSITY AV
Berkeley, CA
(37.870948, -122.27733)",1700 UNIVERSITY AV,37.870948,-122.27733
19091387,BURGLARY AUTO,07/07/2019 12:00:00 AM,10:15,BURGLARY - VEHICLE,0,"BERKELEY MARINA
Berkeley, CA",BERKELEY MARINA,,
19048755,BURGLARY AUTO,08/31/2019 12:00:00 AM,01:10,BURGLARY - VEHICLE,6,"1600 POSEN AVE
Berkeley, CA
(37.884732, -122.280918)",1600 POSEN AVE,37.884732,-122.280918
19038164,BURGLARY RESIDENTIAL,07/13/2019 12:00:00 AM,10:00,BURGLARY - RESIDENTIAL,6,"2300 PIEDMONT AV
Berkeley, CA
(37.869839, -122.252365)",2300 PIEDMONT AV,37.869839,-122.252365
19045861,ROBBERY,08/17/2019 12:00:00 AM,18:00,ROBBERY,6,"3000 ADELINE ST
Berkeley, CA
(37.85488, -122.269079)",3000 ADELINE ST,37.85488,-122.269079
19043880,BURGLARY AUTO,08/08/2019 12:00:00 AM,22:00,BURGLARY - VEHICLE,4,"63RD STREET & KING ST
Berkeley, CA
(37.847568, -122.273387)",63RD STREET & KING ST,37.847568,-122.273387
19043121,BURGLARY AUTO,08/05/2019 12:00:00 AM,13:30,BURGLARY - VEHICLE,1,"1000 DELAWARE ST
Berkeley, CA
(37.871265, -122.295043)",1000 DELAWARE ST,37.871265,-122.295043
19046069,SEXUAL ASSAULT FEL.,08/18/2019 12:00:00 AM,21:30,SEX CRIME,0,"2100 SAN PABLO AV
Berkeley, CA
(37.867501, -122.291709)",2100 SAN PABLO AV,37.867501,-122.291709
19048365,ROBBERY,08/29/2019 12:00:00 AM,11:45,ROBBERY,4,"1000 GILMAN ST
Berkeley, CA
(37.88014, -122.297498)",1000 GILMAN ST,37.88014,-122.297498
19045615,ASSAULT/BATTERY FEL.,08/17/2019 12:00:00 AM,07:26,ASSAULT,6,"2100 MARTIN LUTHER KING JR WY
Berkeley, CA
(37.869688, -122.272805)",2100 MARTIN LUTHER KING JR WY,37.869688,-122.272805
19039220,MUNICIPAL CODE,07/18/2019 12:00:00 AM,18:50,ALL OTHER OFFENSES,4,"SHATTUCK AV & ALLSTON WY
Berkeley, CA
(37.86939, -122.267883)",SHATTUCK AV & ALLSTON WY,37.86939,-122.267883
19043068,VEHICLE STOLEN,08/05/2019 12:00:00 AM,23:30,MOTOR VEHICLE THEFT,1,"DURANT AV & TELEGRAPH AV
Berkeley, CA
(37.867816, -122.258994)",DURANT AV & TELEGRAPH AV,37.867816,-122.258994
19036656,THEFT MISD. (UNDER $950),07/06/2019 12:00:00 AM,07:05,LARCENY,6,"2100 DERBY ST
Berkeley, CA
(37.860366, -122.266802)",2100 DERBY ST,37.860366,-122.266802
19048321,BURGLARY AUTO,08/28/2019 12:00:00 AM,21:30,BURGLARY - VEHICLE,3,"900 UNIVERSITY AV
Berkeley, CA
(37.868263, -122.296013)",900 UNIVERSITY AV,37.868263,-122.296013
19040806,ROBBERY,07/25/2019 12:00:00 AM,11:00,ROBBERY,4,"1700 ALCATRAZ AV
Berkeley, CA
(37.848453, -122.273607)",1700 ALCATRAZ AV,37.848453000000006,-122.273607
19043509,BURGLARY AUTO,08/07/2019 12:00:00 AM,18:55,BURGLARY - VEHICLE,3,"1900 BERKELEY WY
Berkeley, CA
(37.87247, -122.273021)",1900 BERKELEY WY,37.87247,-122.273021
19048475,BURGLARY AUTO,08/29/2019 12:00:00 AM,19:33,BURGLARY - VEHICLE,4,"ROSE STREET & WALNUT ST
Berkeley, CA",ROSE STREET & WALNUT ST,,
19044229,ALCOHOL OFFENSE,08/10/2019 12:00:00 AM,22:56,LIQUOR LAW VIOLATION,6,"FULTON STREET & DWIGHT WY
Berkeley, CA
(37.864238, -122.265263)",FULTON STREET & DWIGHT WY,37.864238,-122.265263
19047541,ALCOHOL OFFENSE,08/25/2019 12:00:00 AM,22:03,LIQUOR LAW VIOLATION,0,"2ND STREET & CAMELIA ST
Berkeley, CA
(37.876718, -122.305216)",2ND STREET & CAMELIA ST,37.876718,-122.305216
19091584,BURGLARY AUTO,08/05/2019 12:00:00 AM,00:30,BURGLARY - VEHICLE,1,"1200 CEDAR ST
Berkeley, CA
(37.875556, -122.291439)",1200 CEDAR ST,37.875556,-122.29143899999998
19091935,THEFT MISD. (UNDER $950),08/16/2019 12:00:00 AM,14:15,LARCENY,5,"2700 9TH ST
Berkeley, CA
(37.857336, -122.290797)",2700 9TH ST,37.857336,-122.290797
19046550,ASSAULT/BATTERY MISD.,08/21/2019 12:00:00 AM,14:20,ASSAULT,3,"SHATTUCK AV & KITTREDGE ST
Berkeley, CA
(37.868489, -122.26795)",SHATTUCK AV & KITTREDGE ST,37.868489,-122.26795
19091776,THEFT MISD. (UNDER $950),08/26/2019 12:00:00 AM,15:00,LARCENY,1,"2300 MCKINLEY AVE
Berkeley, CA
(37.866842, -122.27366)",2300 MCKINLEY AVE,37.866842,-122.27366
19037326,BURGLARY AUTO,07/09/2019 12:00:00 AM,17:13,BURGLARY - VEHICLE,2,"ALLSTON WY & MILVIA ST
Berkeley, CA
(37.869057, -122.270463)",ALLSTON WY & MILVIA ST,37.869057,-122.270463
19046009,VANDALISM,08/19/2019 12:00:00 AM,08:15,VANDALISM,1,"1900 CENTER ST
Berkeley, CA
(37.869685, -122.272804)",1900 CENTER ST,37.869685,-122.272804
19043140,THEFT FELONY (OVER $950),08/01/2019 12:00:00 AM,18:00,LARCENY,4,"1200 CHANNING WAY
Berkeley, CA
(37.863126, -122.288063)",1200 CHANNING WAY,37.863126,-122.288063
19091514,BURGLARY AUTO,07/19/2019 12:00:00 AM,10:25,BURGLARY - VEHICLE,5,"1100 VIRGINIA ST
Berkeley, CA
(37.873455, -122.293465)",1100 VIRGINIA ST,37.873455,-122.293465
19091469,THEFT FELONY (OVER $950),07/23/2019 12:00:00 AM,20:35,LARCENY,2,"200 UNIVERSITY AV
Berkeley, CA
(37.865511, -122.309967)",200 UNIVERSITY AV,37.865511,-122.309967
19038513,DOMESTIC VIOLENCE,07/15/2019 12:00:00 AM,14:40,FAMILY OFFENSE,1,"2000 SAN PABLO AV
Berkeley, CA
(37.868815, -122.292131)",2000 SAN PABLO AV,37.86881500000001,-122.292131
19040460,DISTURBANCE,07/24/2019 12:00:00 AM,21:24,DISORDERLY CONDUCT,3,"DURANT AV & DANA ST
Berkeley, CA
(37.867513, -122.26127)",DURANT AV & DANA ST,37.867513,-122.26127
19091756,THEFT MISD. (UNDER $950),08/16/2019 12:00:00 AM,13:00,LARCENY,5,"1200 CORNELL AVE
Berkeley, CA
(37.882739, -122.293754)",1200 CORNELL AVE,37.882739,-122.293754
19091800,THEFT FELONY (OVER $950),08/30/2019 12:00:00 AM,15:15,LARCENY,5,"1900 OREGON ST
Berkeley, CA
(37.857054, -122.271393)",1900 OREGON ST,37.857054,-122.271393
19047512,BURGLARY RESIDENTIAL,08/25/2019 12:00:00 AM,16:46,BURGLARY - RESIDENTIAL,0,"1700 SHATTUCK AV
Berkeley, CA
(37.876307, -122.268923)",1700 SHATTUCK AV,37.876307,-122.268923
19041760,ALCOHOL OFFENSE,07/31/2019 12:00:00 AM,01:01,LIQUOR LAW VIOLATION,3,"1200 BLAKE ST
Berkeley, CA
(37.860549, -122.286969)",1200 BLAKE ST,37.860549,-122.286969
19038219,IDENTITY THEFT,07/13/2019 12:00:00 AM,23:52,FRAUD,6,"1400 EASTSHORE DR
Berkeley, CA
(37.876085, -122.306138)",1400 EASTSHORE DR,37.876085,-122.306138
19041858,BURGLARY AUTO,07/31/2019 12:00:00 AM,13:00,BURGLARY - VEHICLE,3,"ELLIS STREET & ALCATRAZ AV
Berkeley, CA
(37.848585, -122.272612)",ELLIS STREET & ALCATRAZ AV,37.848585,-122.272612
19036947,ROBBERY,07/07/2019 12:00:00 AM,21:55,ROBBERY,0,"ADDISON STREET & GRANT ST
Berkeley, CA",ADDISON STREET & GRANT ST,,
